"","row_NA_count","row_NA_ratio","means_without_na","na_ratio_cat"
"TMEM206",53,0.883333333333333,5.763,1
"PHAX",0,0,7.45913333333333,-1
"DCLRE1B",27,0.45,5.83672727272727,0
"METTL8",45,0.75,6.08173333333333,0
"UBE2Z",0,0,7.73981666666667,-1
"GEMIN7",7,0.116666666666667,6.86598113207547,-1
"ACAD9",0,0,7.02143333333333,-1
"NT5DC2",6,0.1,6.07055555555556,-1
"VCPKMT",43,0.716666666666667,6.04617647058824,0
"YY1AP1",19,0.316666666666667,5.50070731707317,0
"RMND5A",0,0,6.64666666666667,-1
"PRKRIP1",0,0,6.7974,-1
"TTC12",3,0.05,6.50728070175439,-1
"ZMAT4",58,0.966666666666667,7.135,1
"CSRP2BP",16,0.266666666666667,5.58727272727273,0
"CAAP1",3,0.05,6.60354385964912,-1
"NOL11",0,0,7.4019,-1
"DDX31",0,0,6.34191666666667,-1
"METTL7A",54,0.9,6.263,1
"C10orf88",17,0.283333333333333,6.02741860465116,0
"BRD9",2,0.0333333333333333,6.3641724137931,-1
"FAM188A",5,0.0833333333333333,6.466,-1
"EVA1A",53,0.883333333333333,6.50757142857143,1
"AKTIP",7,0.116666666666667,6.38598113207547,-1
"ZFAND3",5,0.0833333333333333,6.41754545454545,-1
"ECT2",0,0,6.81935,-1
"PLEKHF2",0,0,6.85931666666667,-1
"VRTN",43,0.716666666666667,5.72476470588235,0
"ANKZF1",0,0,6.61526666666667,-1
"GORASP2",0,0,7.87471666666667,-1
"ZWILCH",0,0,6.88,-1
"HN1L",0,0,8.3405,-1
"SP140L",5,0.0833333333333333,5.88385454545455,-1
"SLC25A22",20,0.333333333333333,6.341075,0
"PSTPIP2",19,0.316666666666667,6.24621951219512,0
"MED20",0,0,7.29503333333333,-1
"WDR76",7,0.116666666666667,6.21349056603774,-1
"QTRTD1",0,0,7.07073333333333,-1
"WDR54",12,0.2,6.33214583333333,0
"ACTR8",0,0,6.61843333333333,-1
"7-Mar",6,0.1,5.69794444444444,-1
"ARMT1",0,0,7.54535,-1
"PANK3",1,0.0166666666666667,6.13196610169491,-1
"CNOT10",0,0,6.89895,-1
"LRRC40",0,0,7.3415,-1
"RMI1",7,0.116666666666667,5.98469811320755,-1
"EHMT1",0,0,6.80566666666667,-1
"SFXN1",1,0.0166666666666667,7.24869491525424,-1
"VIPAS39",0,0,6.75821666666667,-1
"COG4",0,0,6.86301666666667,-1
"ACTR5",1,0.0166666666666667,6.46561016949153,-1
"AGO3",9,0.15,5.76439215686274,-1
"VPS37B",2,0.0333333333333333,7.09998275862069,-1
"MAP6D1",21,0.35,6.06782051282051,0
"MRPL44",0,0,6.99678333333333,-1
"USP42",17,0.283333333333333,5.23706976744186,0
"ERVMER34-1",55,0.916666666666667,5.666,1
"ISG20L2",3,0.05,6.12282456140351,-1
"KANSL2",1,0.0166666666666667,6.10883050847458,-1
"UNKL",31,0.516666666666667,6.64751724137931,0
"L2HGDH",5,0.0833333333333333,6.3178,-1
"COPS7B",0,0,7.47273333333333,-1
"NHEJ1",0,0,6.95081666666667,-1
"DBNDD1",15,0.25,6.92631111111111,0
"CAB39L",16,0.266666666666667,5.95495454545455,0
"ELP3",0,0,6.84955,-1
"JMJD4",39,0.65,5.69680952380952,0
"RPF1",0,0,7.17016666666667,-1
"GPN2",12,0.2,6.1326875,0
"POLR1B",0,0,6.87685,-1
"LIN28A",44,0.733333333333333,6.4035625,0
"ZMAT3",28,0.466666666666667,6.18634375,0
"UCK1",44,0.733333333333333,5.991625,0
"FN3KRP",0,0,7.45855,-1
"TBC1D17",0,0,6.455,-1
"CARS2",1,0.0166666666666667,7.005,-1
"SLC52A2",47,0.783333333333333,6.26561538461538,0
"PPCS",0,0,7.4784,-1
"SUGCT",56,0.933333333333333,5.439,1
"WDR41",0,0,6.59133333333333,-1
"MEAF6",0,0,7.00993333333333,-1
"FBRS",42,0.7,5.94944444444444,0
"SAP30L",4,0.0666666666666667,6.15942857142857,-1
"MLXIP",45,0.75,5.35166666666667,0
"C17orf75",0,0,6.98468333333333,-1
"SIAE",17,0.283333333333333,6.14558139534884,0
"PELI2",51,0.85,5.77322222222222,1
"PLEKHA5",1,0.0166666666666667,6.65769491525424,-1
"SMURF2",7,0.116666666666667,6.05596226415094,-1
"UPF2",0,0,6.57931666666667,-1
"GNB4",12,0.2,6.86264583333333,0
"XPO5",0,0,7.44428333333333,-1
"GRPEL1",0,0,7.973,-1
"CLSPN",0,0,6.14035,-1
"CLK4",34,0.566666666666667,5.37865384615385,0
"C12orf10",0,0,7.76016666666667,-1
"BCL2L12",47,0.783333333333333,5.70738461538462,0
"KCNK13",29,0.483333333333333,6.6558064516129,0
"PLEKHA2",6,0.1,6.53324074074074,-1
"PLEKHA3",8,0.133333333333333,5.98140384615385,-1
"PLEKHA1",8,0.133333333333333,6.46175,-1
"SCPEP1",2,0.0333333333333333,6.97479310344828,-1
"SP110",53,0.883333333333333,5.52,1
"NTN4",21,0.35,5.831,0
"CACYBP",0,0,8.90321666666667,-1
"RRAGC",0,0,7.22901666666667,-1
"FANCE",29,0.483333333333333,5.57951612903226,0
"RC3H2",32,0.533333333333333,5.22528571428571,0
"PATZ1",6,0.1,5.95381481481482,-1
"ZFYVE1",1,0.0166666666666667,6.2431186440678,-1
"IFT122",2,0.0333333333333333,6.41186206896552,-1
"PDF",21,0.35,6.03717948717949,0
"RDH14",3,0.05,6.22670175438596,-1
"BEX1",59,0.983333333333333,6.426,1
"PARVG",48,0.8,6.08933333333333,0
"PARVB",8,0.133333333333333,6.74719230769231,-1
"C3orf14",16,0.266666666666667,6.58236363636364,0
"TMEM27",51,0.85,5.93933333333333,1
"AS3MT",19,0.316666666666667,6.34319512195122,0
"TNS1",10,0.166666666666667,5.71772,-1
"PLGRKT",13,0.216666666666667,6.38634042553192,0
"NMRAL1",6,0.1,6.7945,-1
"SPC25",0,0,7.36991666666667,-1
"TAF9B",5,0.0833333333333333,6.17290909090909,-1
"SLC38A10",8,0.133333333333333,5.34769230769231,-1
"ZNF286A",13,0.216666666666667,5.96865957446809,0
"ETNK1",0,0,6.70296666666667,-1
"SGK2",31,0.516666666666667,6.20465517241379,0
"ARNT2",46,0.766666666666667,5.75278571428571,0
"TMEM165",2,0.0333333333333333,6.68936206896552,-1
"APOBEC3G",12,0.2,5.8753125,0
"EML4",0,0,7.49756666666667,-1
"RNMTL1",8,0.133333333333333,6.15755769230769,-1
"GLOD4",0,0,8.17521666666667,-1
"GPBP1L1",55,0.916666666666667,5.7094,1
"CBX8",2,0.0333333333333333,6.43587931034483,-1
"SENP2",10,0.166666666666667,5.57234,-1
"CENPJ",13,0.216666666666667,5.53285106382979,0
"MUC5B",16,0.266666666666667,5.33990909090909,0
"NEK6",7,0.116666666666667,6.28862264150943,-1
"SPON1",38,0.633333333333333,5.7925,0
"MCCC2",1,0.0166666666666667,7.21945762711864,-1
"ZFYVE28",30,0.5,5.0869,0
"NCOA5",0,0,7.50393333333333,-1
"TANC2",2,0.0333333333333333,5.91896551724138,-1
"EPG5",0,0,5.73758333333333,-1
"MOV10",0,0,7.38065,-1
"ZNF532",10,0.166666666666667,5.40046,-1
"METTL14",0,0,6.80538333333333,-1
"ARHGEF10L",14,0.233333333333333,5.92082608695652,0
"GBA2",30,0.5,5.59473333333333,0
"CWC22",0,0,6.94691666666667,-1
"NCKAP5L",15,0.25,5.5042,0
"SYTL2",59,0.983333333333333,5.745,1
"KIAA1586",37,0.616666666666667,5.60665217391304,0
"MSL2",27,0.45,5.51087878787879,0
"TNRC6C",8,0.133333333333333,5.5005,-1
"RAVER2",12,0.2,6.12670833333333,0
"VAT1L",31,0.516666666666667,6.05389655172414,0
"CHD8",0,0,6.25023333333333,-1
"GPAM",31,0.516666666666667,5.45772413793103,0
"KIAA1551",34,0.566666666666667,5.06615384615385,0
"KIAA1549",58,0.966666666666667,5.603,1
"EPB41L5",7,0.116666666666667,6.02564150943396,-1
"FBRSL1",12,0.2,5.76097916666667,0
"GPN1",0,0,7.25221666666667,-1
"SDF2L1",0,0,7.65426666666667,-1
"CSNK1G1",51,0.85,5.101,1
"PDE11A",33,0.55,5.49744444444444,0
"TCF7L1",59,0.983333333333333,6.009,1
"XAB2",0,0,7.04488333333333,-1
"CELSR2",26,0.433333333333333,5.19552941176471,0
"PREB",52,0.866666666666667,5.713875,1
"POLD4",19,0.316666666666667,6.34073170731707,0
"BRMS1",2,0.0333333333333333,6.5273275862069,-1
"S100A14",45,0.75,6.8274,0
"SRA1",0,0,7.4905,-1
"ATP13A1",12,0.2,5.64014583333333,0
"GOPC",0,0,7.51328333333333,-1
"MRPL47",0,0,6.92836666666667,-1
"LYRM4",11,0.183333333333333,6.85012244897959,-1
"SEPSECS",11,0.183333333333333,6.01404081632653,-1
"CHMP1A",0,0,7.59506666666667,-1
"TM9SF3",0,0,7.06055,-1
"RANGRF",7,0.116666666666667,6.67690566037736,-1
"XAGE1A",53,0.883333333333333,6.75828571428571,1
"MYO10",1,0.0166666666666667,5.91396610169491,-1
"APMAP",1,0.0166666666666667,6.8276779661017,-1
"WDR6",0,0,6.96406666666667,-1
"TXNRD2",2,0.0333333333333333,6.47465517241379,-1
"TUFT1",45,0.75,5.81246666666667,0
"SH2D2A",38,0.633333333333333,5.64004545454545,0
"FAM60A",31,0.516666666666667,6.36896551724138,0
"ABCB6",34,0.566666666666667,5.91423076923077,0
"ARFGAP3",0,0,7.32498333333333,-1
"ZCCHC17",0,0,7.0666,-1
"HMG20A",0,0,7.21506666666667,-1
"MLXIPL",39,0.65,5.22742857142857,0
"RAB18",0,0,7.009,-1
"ALG13",52,0.866666666666667,5.66125,1
"PALMD",20,0.333333333333333,6.459325,0
"SSU72",0,0,7.5671,-1
"VTA1",0,0,7.87796666666667,-1
"PNPLA8",18,0.3,5.33859523809524,0
"SARS2",1,0.0166666666666667,6.64845762711864,-1
"POLM",36,0.6,5.86983333333333,0
"MRPS30",4,0.0666666666666667,6.70282142857143,-1
"DYNLRB1",0,0,8.35531666666667,-1
"EMC7",20,0.333333333333333,6.54305,0
"MID1IP1",10,0.166666666666667,6.6812,-1
"ENY2",0,0,8.14956666666667,-1
"GPCPD1",6,0.1,5.92988888888889,-1
"MYOZ2",16,0.266666666666667,5.95359090909091,0
"EXOSC4",0,0,7.66826666666667,-1
"SLCO1B3",47,0.783333333333333,5.83615384615385,0
"UBE2T",0,0,7.76638333333333,-1
"NGRN",41,0.683333333333333,5.78494736842105,0
"NOP10",0,0,8.31545,-1
"CD320",24,0.4,6.38891666666667,0
"CHST11",5,0.0833333333333333,6.14843636363636,-1
"OSGEP",0,0,7.17398333333333,-1
"DMAP1",0,0,6.41035,-1
"UBN1",42,0.7,5.33083333333333,0
"ACP6",23,0.383333333333333,6.02975675675676,0
"ISY1",1,0.0166666666666667,7.35181355932203,-1
"IL1RAP",30,0.5,5.91556666666667,0
"BRD7",0,0,6.56326666666667,-1
"DCP1A",0,0,7.19951666666667,-1
"FANCF",58,0.966666666666667,5.516,1
"ACOT13",1,0.0166666666666667,7.63506779661017,-1
"MED4",0,0,7.08591666666667,-1
"NXT2",50,0.833333333333333,6.42,1
"TIMMDC1",33,0.55,5.94640740740741,0
"RIC8A",0,0,7.53675,-1
"SEMA4B",43,0.716666666666667,5.42411764705882,0
"GPR108",33,0.55,5.73477777777778,0
"SCRT2",43,0.716666666666667,7.00876470588235,0
"SLAMF7",59,0.983333333333333,6.839,1
"LUC7L",0,0,7.29651666666667,-1
"ESM1",55,0.916666666666667,6.1462,1
"LZTFL1",0,0,7.36218333333333,-1
"MRPL40",5,0.0833333333333333,6.56716363636364,-1
"PPAN",0,0,7.4181,-1
"PLCB1",27,0.45,5.56618181818182,0
"GPRC5C",52,0.866666666666667,6.161125,1
"TRIM36",8,0.133333333333333,5.90386538461538,-1
"TIGAR",0,0,7.33643333333333,-1
"C12orf4",19,0.316666666666667,5.6139512195122,0
"COPRS",4,0.0666666666666667,6.85417857142857,-1
"A1CF",43,0.716666666666667,5.98111764705882,0
"WASH6P",50,0.833333333333333,6.4444,1
"TCF7L2",14,0.233333333333333,6.44171739130435,0
"JADE2",14,0.233333333333333,5.951,0
"RTN4",0,0,7.68538333333333,-1
"CYLD",1,0.0166666666666667,5.75730508474576,-1
"IFT46",17,0.283333333333333,5.91358139534884,0
"HINT3",0,0,7.06343333333333,-1
"MANBAL",22,0.366666666666667,6.10902631578947,0
"RPRD1B",0,0,7.83658333333333,-1
"MIEF1",8,0.133333333333333,6.09553846153846,-1
"HPS4",34,0.566666666666667,5.40242307692308,0
"XPNPEP3",0,0,6.35385,-1
"DDX4",57,0.95,5.74366666666667,1
"RRAGD",57,0.95,5.56833333333333,1
"PFDN4",0,0,8.50206666666667,-1
"NIT2",0,0,7.90506666666667,-1
"AVEN",1,0.0166666666666667,6.79006779661017,-1
"PVRL3",55,0.916666666666667,5.8868,1
"INCENP",2,0.0333333333333333,6.42229310344828,-1
"EXOSC5",0,0,7.59595,-1
"EXOSC3",0,0,7.55325,-1
"KIF13B",0,0,6.97795,-1
"PAK6",49,0.816666666666667,5.22309090909091,1
"PRDM10",17,0.283333333333333,5.87462790697674,0
"PRDM8",28,0.466666666666667,5.9720625,0
"ANLN",0,0,7.35425,-1
"XPNPEP1",0,0,7.74763333333333,-1
"GPHN",22,0.366666666666667,5.85518421052632,0
"MYO5C",0,0,6.68198333333333,-1
"NPDC1",57,0.95,5.58333333333333,1
"ZNF331",48,0.8,5.52175,0
"ITM2C",28,0.466666666666667,6.0250625,0
"BIN3",2,0.0333333333333333,6.67998275862069,-1
"UTP3",0,0,7.58398333333333,-1
"STARD7",0,0,6.69251666666667,-1
"ZC4H2",34,0.566666666666667,5.7485,0
"C8orf4",57,0.95,6.423,1
"BIRC6",0,0,6.57438333333333,-1
"PDLIM7",0,0,7.78061666666667,-1
"ACSS2",0,0,6.907,-1
"PRMT8",56,0.933333333333333,6.138,1
"DIABLO",0,0,7.56325,-1
"DDX21",0,0,8.07821666666667,-1
"SAR1A",0,0,8.14188333333333,-1
"POLE4",0,0,7.05003333333333,-1
"NS",0,0,8.28978333333333,-1
"SH3GLB2",0,0,7.59511666666667,-1
"ASH1L",3,0.05,6.22389473684211,-1
"EIF2B3",0,0,7.65851666666667,-1
"BATF3",56,0.933333333333333,6.67025,1
"MBNL1",0,0,8.05111666666667,-1
"PXMP2",57,0.95,5.71433333333333,1
"ARHGEF3",19,0.316666666666667,5.24787804878049,0
"MXRA5",38,0.633333333333333,5.38918181818182,0
"SPHK2",31,0.516666666666667,5.59037931034483,0
"PDGFC",40,0.666666666666667,5.66285,0
"EIF4ENIF1",0,0,6.41971666666667,-1
"CHST12",32,0.533333333333333,5.87375,0
"FBXO6",16,0.266666666666667,6.12959090909091,0
"PICK1",16,0.266666666666667,5.91304545454545,0
"SH2B1",15,0.25,5.88191111111111,0
"CTPS2",3,0.05,7.01517543859649,-1
"POLE3",0,0,7.88215,-1
"CHRAC1",0,0,7.44176666666667,-1
"PRTFDC1",15,0.25,7.03602222222222,0
"SMYD2",0,0,6.7161,-1
"SDR39U1",32,0.533333333333333,6.15914285714286,0
"AAAS",0,0,7.26843333333333,-1
"YAE1D1",3,0.05,6.49135087719298,-1
"SNRK",0,0,6.36386666666667,-1
"DISC1",24,0.4,5.83122222222222,0
"CCL28",54,0.9,6.82583333333333,1
"ABCB10",41,0.683333333333333,5.53905263157895,0
"BAZ1A",0,0,6.6408,-1
"STRN4",0,0,7.40555,-1
"ZNF277",5,0.0833333333333333,5.94485454545455,-1
"LATS2",54,0.9,5.36433333333333,1
"OLFML3",33,0.55,6.41751851851852,0
"AASDHPPT",0,0,8.11185,-1
"METTL5",1,0.0166666666666667,7.0093220338983,-1
"OSTC",28,0.466666666666667,6.45459375,0
"CMC2",12,0.2,6.87610416666667,0
"SDHAF3",25,0.416666666666667,6.24097142857143,0
"CDC42SE2",54,0.9,6.98166666666667,1
"DROSHA",1,0.0166666666666667,5.83806779661017,-1
"UBQLN4",0,0,8.01271666666667,-1
"CDC42SE1",58,0.966666666666667,7.216,1
"SNX15",0,0,6.9336,-1
"HEBP1",0,0,7.88273333333333,-1
"RAB6B",44,0.733333333333333,6.307625,0
"APOBEC3C",2,0.0333333333333333,7.30048275862069,-1
"DUSP22",25,0.416666666666667,6.01542857142857,0
"VPS45",0,0,7.17208333333333,-1
"PNO1",0,0,7.4895,-1
"MRPL17",0,0,6.92558333333333,-1
"PHPT1",0,0,8.18556666666667,-1
"SERINC1",2,0.0333333333333333,6.21794827586207,-1
"INIP",0,0,7.31485,-1
"ARHGAP35",0,0,6.79761666666667,-1
"FAM114A2",0,0,7.26536666666667,-1
"AGPAT4",47,0.783333333333333,5.68938461538462,0
"AGPAT3",57,0.95,5.97766666666667,1
"HELLS",0,0,6.65176666666667,-1
"C1GALT1",31,0.516666666666667,6.48731034482759,0
"LTBP3",14,0.233333333333333,5.28219565217391,0
"GLRX2",24,0.4,6.3245,0
"SPANXB1",50,0.833333333333333,6.7992,1
"TOPORS",34,0.566666666666667,5.26234615384615,0
"TOMM22",1,0.0166666666666667,7.35722033898305,-1
"MBIP",10,0.166666666666667,5.97492,-1
"LANCL2",0,0,7.38731666666667,-1
"KIF15",0,0,6.68206666666667,-1
"RAD18",0,0,6.84755,-1
"TM7SF3",44,0.733333333333333,5.9914375,0
"CTNNBIP1",27,0.45,7.16393939393939,0
"HOMER2",0,0,6.42635,-1
"SALL1",58,0.966666666666667,5.1705,1
"HOMER3",2,0.0333333333333333,6.91322413793103,-1
"FARSB",0,0,8.13608333333333,-1
"IARS2",0,0,7.50066666666667,-1
"C1orf112",12,0.2,5.86941666666667,0
"FAM207A",0,0,7.132,-1
"BRWD1",27,0.45,4.82715151515151,0
"SAMSN1",24,0.4,6.27702777777778,0
"KLC4",0,0,6.73453333333333,-1
"C19orf12",9,0.15,6.76762745098039,-1
"CENPM",2,0.0333333333333333,6.75062068965517,-1
"TREX1",30,0.5,5.9288,0
"DIAPH3",0,0,6.37271666666667,-1
"NRBP2",9,0.15,6.10013725490196,-1
"BMP2K",1,0.0166666666666667,6.48162711864407,-1
"STARD5",37,0.616666666666667,6.13573913043478,0
"ATG3",0,0,7.93913333333333,-1
"TENM2",17,0.283333333333333,5.1416976744186,0
"SIRT3",26,0.433333333333333,5.86052941176471,0
"PDS5B",0,0,6.53083333333333,-1
"SMC4",0,0,7.73833333333333,-1
"MAN2C1",0,0,7.83433333333333,-1
"SACM1L",21,0.35,6.12933333333333,0
"OLA1",0,0,8.51021666666667,-1
"CUTC",7,0.116666666666667,6.75039622641509,-1
"ZFP64",42,0.7,5.89511111111111,0
"ECHDC1",1,0.0166666666666667,7.19115254237288,-1
"RNF146",37,0.616666666666667,5.81578260869565,0
"RBM12",0,0,7.92696666666667,-1
"TBC1D22B",4,0.0666666666666667,6.048,-1
"MDN1",0,0,6.37715,-1
"LYRM2",18,0.3,6.47114285714286,0
"ACSS1",22,0.366666666666667,6.13715789473684,0
"ZCCHC3",0,0,6.25216666666667,-1
"PDRG1",0,0,7.44623333333333,-1
"DECR2",0,0,6.65515,-1
"ABHD10",0,0,7.32421666666667,-1
"TCP11L1",0,0,6.1737,-1
"MBNL3",41,0.683333333333333,6.20836842105263,0
"STAU2",0,0,7.03141666666667,-1
"C19orf66",6,0.1,6.42616666666667,-1
"DDX28",4,0.0666666666666667,5.91530357142857,-1
"TMEM106B",2,0.0333333333333333,6.65951724137931,-1
"LMBRD1",51,0.85,6.028,1
"BLOC1S4",0,0,7.1181,-1
"TRMT13",4,0.0666666666666667,6.09458928571429,-1
"LIN7C",0,0,7.87725,-1
"AGPAT5",36,0.6,5.82145833333333,0
"TXLNG",0,0,7.31011666666667,-1
"SPATS2L",0,0,7.44655,-1
"UFSP2",0,0,6.71143333333333,-1
"ABCF3",0,0,7.45533333333333,-1
"FAM49B",0,0,7.91768333333333,-1
"AP5S1",9,0.15,6.34678431372549,-1
"ABCB8",48,0.8,6.1365,0
"DDX19A",0,0,7.94665,-1
"SPTLC3",15,0.25,6.24893333333333,0
"TDP1",0,0,6.20986666666667,-1
"POT1",8,0.133333333333333,5.94017307692308,-1
"TBC1D23",0,0,6.99185,-1
"ACOXL",10,0.166666666666667,6.25966,-1
"DCAF13",0,0,7.2824,-1
"IMP3",0,0,7.41395,-1
"NUDT15",0,0,7.43315,-1
"MRGBP",0,0,7.13623333333333,-1
"EXOC1",0,0,6.90195,-1
"PCMTD2",36,0.6,5.527125,0
"INTS9",0,0,6.8364,-1
"NDFIP2",45,0.75,5.9312,0
"TMEM30A",26,0.433333333333333,6.11194117647059,0
"UQCC1",1,0.0166666666666667,6.37532203389831,-1
"11-Sep",0,0,8.26486666666667,-1
"TMEM184C",54,0.9,5.7065,1
"MED17",0,0,6.66601666666667,-1
"PARVA",2,0.0333333333333333,7.6791724137931,-1
"USP40",2,0.0333333333333333,6.08918965517241,-1
"PANK4",0,0,6.85916666666667,-1
"FBXO28",2,0.0333333333333333,6.30801724137931,-1
"ETNK2",48,0.8,5.86216666666667,0
"TBC1D13",0,0,7.05871666666667,-1
"EXD2",29,0.483333333333333,5.8618064516129,0
"DJC11",21,0.35,5.77902564102564,0
"INTS7",0,0,6.77151666666667,-1
"TMLHE",32,0.533333333333333,5.77467857142857,0
"FANCI",0,0,6.80523333333333,-1
"ATAD3A",0,0,6.6339,-1
"ARL8B",2,0.0333333333333333,6.63862068965517,-1
"FGFR1OP2",10,0.166666666666667,6.34806,-1
"EVA1B",57,0.95,6.63166666666667,1
"PRMT7",0,0,6.4676,-1
"DJC17",0,0,7.02745,-1
"ASUN",0,0,7.02971666666667,-1
"RIC8B",12,0.2,5.78308333333333,0
"GNL3L",0,0,6.91005,-1
"DDX18",0,0,7.79686666666667,-1
"ASF1B",2,0.0333333333333333,7.35331034482759,-1
"FAIM",3,0.05,6.86905263157895,-1
"KLHL11",1,0.0166666666666667,6.21489830508475,-1
"INTS10",0,0,6.67185,-1
"DAF2",4,0.0666666666666667,6.02469642857143,-1
"TBCCD1",38,0.633333333333333,5.21254545454545,0
"MRPS18A",1,0.0166666666666667,6.74940677966102,-1
"PNPO",0,0,7.88005,-1
"ARMC1",0,0,7.41955,-1
"POLR3E",1,0.0166666666666667,6.49366101694915,-1
"SDAD1",0,0,6.70613333333333,-1
"MTPAP",54,0.9,5.33116666666667,1
"RLIM",13,0.216666666666667,5.84312765957447,0
"HAUS2",1,0.0166666666666667,6.66606779661017,-1
"NLE1",0,0,7.37218333333333,-1
"KBTBD4",2,0.0333333333333333,6.26786206896552,-1
"NECAP2",0,0,7.46941666666667,-1
"ZNF358",8,0.133333333333333,5.57365384615385,-1
"POLR3B",1,0.0166666666666667,6.00306779661017,-1
"RBM28",0,0,7.18546666666667,-1
"ANO10",40,0.666666666666667,5.3894,0
"PLEKHJ1",40,0.666666666666667,5.9944,0
"RBM22",0,0,7.53503333333333,-1
"BSDC1",0,0,6.84915,-1
"GPATCH2",6,0.1,5.81853703703704,-1
"ATP5SL",4,0.0666666666666667,6.669,-1
"WDR70",0,0,7.1607,-1
"TMEM51",58,0.966666666666667,6.1145,1
"MED9",5,0.0833333333333333,6.81496363636364,-1
"ARGLU1",0,0,7.49518333333333,-1
"IFT57",11,0.183333333333333,6.02130612244898,-1
"BEX4",50,0.833333333333333,6.4213,1
"RNF216",15,0.25,5.32837777777778,0
"SLTM",0,0,7.15236666666667,-1
"ZNHIT6",0,0,6.63156666666667,-1
"ASNSD1",5,0.0833333333333333,7.14283636363636,-1
"SMOX",29,0.483333333333333,5.7678064516129,0
"CUEDC1",14,0.233333333333333,6.2455,0
"FKBP14",9,0.15,7.0498431372549,-1
"PAG1",12,0.2,6.02454166666667,0
"C14orf119",19,0.316666666666667,6.33507317073171,0
"CCDC109B",59,0.983333333333333,5.919,1
"PIH1D1",0,0,7.33546666666667,-1
"FAM118A",10,0.166666666666667,6.12996,-1
"RMND1",31,0.516666666666667,5.62093103448276,0
"PAK1IP1",0,0,7.4196,-1
"HIF1AN",1,0.0166666666666667,6.64540677966102,-1
"OXSM",3,0.05,6.24194736842105,-1
"GID8",0,0,7.57171666666667,-1
"MRPL22",6,0.1,6.80094444444444,-1
"C1orf123",0,0,7.90471666666667,-1
"BABAM1",0,0,6.94343333333333,-1
"CLN6",58,0.966666666666667,6.378,1
"NMRK1",45,0.75,6.19173333333333,0
"ASB6",0,0,6.26683333333333,-1
"THG1L",0,0,7.0093,-1
"C4orf27",0,0,7.10865,-1
"IRAK4",2,0.0333333333333333,6.39296551724138,-1
"UCKL1",0,0,6.57015,-1
"GEMIN8",0,0,7.03446666666667,-1
"TXNL4B",3,0.05,6.55880701754386,-1
"NLRP2",17,0.283333333333333,6.12551162790698,0
"C1orf109",28,0.466666666666667,6.289375,0
"FAM120C",6,0.1,6.1382037037037,-1
"TRU1AP",1,0.0166666666666667,6.58530508474576,-1
"COMMD8",0,0,7.48488333333333,-1
"NDUFB11",34,0.566666666666667,6.29615384615385,0
"SDHAF2",8,0.133333333333333,6.39361538461538,-1
"MRPL16",1,0.0166666666666667,6.74172881355932,-1
"NHP2",0,0,7.93381666666667,-1
"OSER1",46,0.766666666666667,5.65678571428571,0
"FAM206A",20,0.333333333333333,6.137675,0
"OCIAD1",1,0.0166666666666667,6.8625593220339,-1
"ADPRHL2",0,0,7.6192,-1
"5-Mar",52,0.866666666666667,5.608125,1
"HYPK",0,0,7.94481666666667,-1
"RAB20",27,0.45,5.77751515151515,0
"LYAR",0,0,7.50965,-1
"TMEM161A",49,0.816666666666667,5.69472727272727,1
"IMPAD1",4,0.0666666666666667,6.34780357142857,-1
"CHCHD3",0,0,7.48561666666667,-1
"MED29",0,0,7.33941666666667,-1
"DUS2",0,0,6.65408333333333,-1
"CMTM6",55,0.916666666666667,6.1234,1
"SYBU",49,0.816666666666667,5.59645454545455,1
"SIRT5",0,0,6.78841666666667,-1
"GFOD1",28,0.466666666666667,6.2446875,0
"MIOS",0,0,6.48078333333333,-1
"MTMR10",1,0.0166666666666667,6.09505084745763,-1
"SMPD4",28,0.466666666666667,5.47821875,0
"CWC25",2,0.0333333333333333,6.25689655172414,-1
"TEX10",0,0,6.93848333333333,-1
"DCAF16",5,0.0833333333333333,6.7234,-1
"CNTLN",32,0.533333333333333,4.91996428571429,0
"THUMPD1",0,0,7.60146666666667,-1
"P4HTM",36,0.6,5.92783333333333,0
"TOR4A",29,0.483333333333333,6.02806451612903,0
"TRMT1",0,0,7.12603333333333,-1
"PGPEP1",11,0.183333333333333,6.45259183673469,-1
"FBXL12",0,0,7.4575,-1
"ARHGEF38",42,0.7,5.82916666666667,0
"GDAP2",2,0.0333333333333333,6.31801724137931,-1
"NDE1",0,0,6.96933333333333,-1
"ANKRD10",22,0.366666666666667,6.08452631578947,0
"BRE",0,0,7.24991666666667,-1
"ING3",0,0,6.70653333333333,-1
"ARL15",31,0.516666666666667,6.45655172413793,0
"KCTD5",1,0.0166666666666667,6.92737288135593,-1
"CDKN2AIP",0,0,7.00366666666667,-1
"DJB12",5,0.0833333333333333,6.13018181818182,-1
"ALKBH4",2,0.0333333333333333,6.53093103448276,-1
"NSMCE4A",0,0,6.42343333333333,-1
"SAGE1",25,0.416666666666667,5.88371428571429,0
"DDX43",34,0.566666666666667,5.52626923076923,0
"GAR1",0,0,7.8511,-1
"PPP4R2",0,0,7.58236666666667,-1
"DPP3",0,0,7.8792,-1
"STK32B",38,0.633333333333333,5.986,0
"AATF",0,0,7.33896666666667,-1
"TUBA8",1,0.0166666666666667,6.87689830508475,-1
"DDX56",0,0,7.42028333333333,-1
"SPHK1",25,0.416666666666667,6.0674,0
"MTMR4",45,0.75,5.32366666666667,0
"TERF2IP",0,0,7.31556666666667,-1
