"","row_NA_count","row_NA_ratio","means_without_na","na_ratio_cat"
"CFI",13,0.216666666666667,6.18802127659574,0
"ISG15",0,0,7.75726666666667,-1
"MPO",57,0.95,5.59,1
"PCCA",6,0.1,5.99664814814815,-1
"PCCB",1,0.0166666666666667,6.28408474576271,-1
"EIF2S1",0,0,8.60581666666667,-1
"HMGN2",38,0.633333333333333,7.50459090909091,0
"FGF1",48,0.8,6.43508333333333,0
"ICAM1",12,0.2,6.53291666666667,0
"RPLP1",0,0,8.82953333333333,-1
"RPLP2",0,0,9.35808333333333,-1
"RPLP0",0,0,9.13473333333333,-1
"JUN",19,0.316666666666667,6.678,0
"FABP3",28,0.466666666666667,6.36778125,0
"POLR3D",0,0,6.79253333333333,-1
"SSB",0,0,8.76821666666667,-1
"TFAP2A",13,0.216666666666667,6.3783829787234,0
"ITGB1",0,0,7.03328333333333,-1
"PRKCB",33,0.55,5.77466666666667,0
"KRT18",0,0,8.62016666666667,-1
"CALB1",30,0.5,6.24406666666667,0
"MYL1",2,0.0333333333333333,7.88679310344828,-1
"COL5A2",6,0.1,6.02801851851852,-1
"CD1A",53,0.883333333333333,5.833,1
"CD5",49,0.816666666666667,5.67745454545455,1
"UROD",0,0,7.6613,-1
"LCK",35,0.583333333333333,5.85312,0
"FYN",59,0.983333333333333,6.24,1
"BCHE",37,0.616666666666667,6.154,0
"GLA",0,0,6.85916666666667,-1
"GSN",59,0.983333333333333,5.839,1
"RB1",6,0.1,6.99605555555556,-1
"PGR",9,0.15,6.35735294117647,-1
"PTMA",0,0,9.91068333333333,-1
"CDK1",0,0,8.20478333333333,-1
"ATP5B",0,0,8.65953333333333,-1
"S100A9",33,0.55,7.0047037037037,0
"S100A6",1,0.0166666666666667,9.48240677966102,-1
"CD2",58,0.966666666666667,6.8065,1
"EIF4E",0,0,8.1235,-1
"CEACAM5",28,0.466666666666667,5.134125,0
"ENO1",0,0,9.81966666666667,-1
"PYGL",0,0,7.69568333333333,-1
"GPI",0,0,8.9397,-1
"POLB",0,0,6.83993333333333,-1
"NPM1",0,0,9.5577,-1
"TPM3",9,0.15,7.2568431372549,-1
"ITGAV",2,0.0333333333333333,6.26208620689655,-1
"LPL",25,0.416666666666667,6.4504,0
"HEXA",1,0.0166666666666667,7.45493220338983,-1
"SERPINE2",57,0.95,6.18766666666667,1
"EPHX1",14,0.233333333333333,6.16810869565217,0
"DBI",0,0,9.27375,-1
"FABP1",22,0.366666666666667,7.17884210526316,0
"LDHB",0,0,9.3758,-1
"NEFL",6,0.1,6.33290740740741,-1
"NEFM",13,0.216666666666667,6.20393617021277,0
"CENPB",2,0.0333333333333333,6.60605172413793,-1
"GPX1",7,0.116666666666667,7.60779245283019,-1
"THBD",58,0.966666666666667,5.9675,1
"PGK2",18,0.3,5.82354761904762,0
"PROS1",32,0.533333333333333,5.87667857142857,0
"P4HB",0,0,9.03331666666667,-1
"H1F0",3,0.05,7.53850877192982,-1
"ACYP1",0,0,7.42801666666667,-1
"FES",23,0.383333333333333,5.58081081081081,0
"CTSD",0,0,8.52556666666667,-1
"ANXA2",0,0,9.40096666666667,-1
"CAPN1",0,0,8.07468333333333,-1
"TUBB",0,0,9.03011666666667,-1
"IVL",7,0.116666666666667,6.48454716981132,-1
"PRSS2",21,0.35,6.77494871794872,0
"PSAP",0,0,8.32851666666667,-1
"HEXB",0,0,7.86288333333333,-1
"CTSL",6,0.1,7.12657407407407,-1
"PFN1",0,0,9.68461666666667,-1
"BPGM",0,0,6.77663333333333,-1
"APRT",0,0,8.41096666666667,-1
"CD3E",57,0.95,6.354,1
"EPRS",0,0,8.3076,-1
"CTSB",0,0,8.19645,-1
"HSP90AA1",0,0,9.25425,-1
"GALT",3,0.05,6.55687719298246,-1
"HNRNPC",0,0,6.97761666666667,-1
"UQCRH",3,0.05,7.74722807017544,-1
"LAMB1",1,0.0166666666666667,7.01150847457627,-1
"YES1",7,0.116666666666667,5.78156603773585,-1
"LYN",18,0.3,5.69809523809524,0
"TPM2",31,0.516666666666667,6.84006896551724,0
"FH",0,0,8.27066666666667,-1
"ERCC1",0,0,6.58493333333333,-1
"THBS1",1,0.0166666666666667,6.8788813559322,-1
"RSE1",59,0.983333333333333,6.093,1
"SP1",0,0,6.94755,-1
"IGF1R",27,0.45,4.93321212121212,0
"COL1A2",15,0.25,5.84064444444444,0
"ANXA6",0,0,8.12988333333333,-1
"RHOC",3,0.05,7.00866666666667,-1
"NGFR",52,0.866666666666667,6.214,1
"CD55",27,0.45,6.07466666666667,0
"ABCB1",31,0.516666666666667,5.40313793103448,0
"SERPI6",39,0.65,5.82219047619048,0
"SLC3A2",0,0,7.73146666666667,-1
"GUSB",25,0.416666666666667,5.76814285714286,0
"PFKM",0,0,7.7166,-1
"HSP90AB1",0,0,9.67846666666667,-1
"SRPR",2,0.0333333333333333,6.35272413793103,-1
"ASNS",0,0,7.88161666666667,-1
"ELANE",55,0.916666666666667,6.6216,1
"SYP",54,0.9,6.1505,1
"MMP2",38,0.633333333333333,5.61309090909091,0
"GSTA2",43,0.716666666666667,6.17105882352941,0
"SOD3",35,0.583333333333333,6.80616,0
"CTSG",32,0.533333333333333,6.22610714285714,0
"HMBS",0,0,7.58261666666667,-1
"MME",19,0.316666666666667,5.66092682926829,0
"INHBA",47,0.783333333333333,5.82161538461538,0
"MGP",50,0.833333333333333,7.3117,1
"PDHA1",0,0,7.62873333333333,-1
"PLEK",47,0.783333333333333,6.19676923076923,0
"CD14",52,0.866666666666667,5.872375,1
"COL4A2",5,0.0833333333333333,6.05114545454545,-1
"CYC1",10,0.166666666666667,6.36334,-1
"PTPRC",9,0.15,5.59313725490196,-1
"SNRPB2",0,0,7.82913333333333,-1
"MET",15,0.25,5.62911111111111,0
"MFI2",10,0.166666666666667,6.26638,-1
"CFH",46,0.766666666666667,5.35457142857143,0
"SNRNP70",0,0,8.38521666666667,-1
"HCK",54,0.9,5.75,1
"ITGA5",17,0.283333333333333,5.94132558139535,0
"NFIC",0,0,6.9127,-1
"VIM",0,0,9.61915,-1
"RPS17",0,0,9.05476666666667,-1
"KRT19",0,0,8.1604,-1
"GI3",0,0,6.87948333333333,-1
"ANXA5",0,0,9.16273333333333,-1
"RPSA",0,0,9.16031666666667,-1
"CD63",12,0.2,6.87639583333333,0
"MRPL3",0,0,6.8051,-1
"SNRPA",0,0,8.55546666666667,-1
"HOXC4",28,0.466666666666667,6.54684375,0
"FGF2",22,0.366666666666667,6.93613157894737,0
"HOXB5",51,0.85,6.51455555555556,1
"POU2F2",58,0.966666666666667,5.9205,1
"ENO2",0,0,7.8027,-1
"HBQ1",50,0.833333333333333,6.2956,1
"ACAA1",0,0,7.55041666666667,-1
"SRP19",0,0,7.86128333333333,-1
"GSTP1",0,0,9.06576666666667,-1
"CST2",54,0.9,6.47683333333333,1
"SNRPC",0,0,8.40163333333333,-1
"CD48",58,0.966666666666667,6.16,1
"VIL1",12,0.2,6.0705,0
"CXCL1",47,0.783333333333333,6.26646153846154,0
"LGALS1",0,0,9.25475,-1
"QDPR",0,0,7.86453333333333,-1
"HMGB1",0,0,9.51245,-1
"RBP1",30,0.5,7.05296666666667,0
"FBP1",16,0.266666666666667,6.18268181818182,0
"GO1",50,0.833333333333333,5.9552,1
"SPARC",15,0.25,7.24173333333333,0
"GSTM1",21,0.35,6.52166666666667,0
"TPM1",39,0.65,5.85852380952381,0
"CLTA",0,0,8.78873333333333,-1
"CLTB",51,0.85,5.91333333333333,1
"ANXA4",0,0,8.3477,-1
"CNP",0,0,7.25563333333333,-1
"CD7",58,0.966666666666667,6.813,1
"HMOX1",13,0.216666666666667,6.28446808510638,0
"CSF1",51,0.85,5.53588888888889,1
"PDGFRB",26,0.433333333333333,6.55270588235294,0
"DLD",0,0,8.02386666666667,-1
"HNRNPA1",0,0,9.5416,-1
"SNRPA1",0,0,8.3235,-1
"CTSH",6,0.1,6.79251851851852,-1
"COX6C",25,0.416666666666667,6.73871428571429,0
"CD3G",57,0.95,6.76766666666667,1
"TACSTD2",40,0.666666666666667,6.6947,0
"C1S",32,0.533333333333333,5.87182142857143,0
"PARP1",0,0,8.06025,-1
"POLA1",0,0,6.55793333333333,-1
"IFI6",58,0.966666666666667,6.9425,1
"IFIT2",16,0.266666666666667,6.21134090909091,0
"IFIT1",3,0.05,6.60912280701754,-1
"ALOX5",47,0.783333333333333,5.72915384615385,0
"UCHL1",9,0.15,7.85227450980392,-1
"LTA4H",0,0,8.11273333333333,-1
"ALDOC",0,0,8.2794,-1
"C4A",29,0.483333333333333,5.32403225806452,0
"H2AFV",0,0,8.89746666666667,-1
"HIST1H2AJ",0,0,9.93883333333333,-1
"TFPT",5,0.0833333333333333,6.51983636363636,-1
"FBXO45",3,0.05,6.38954385964912,-1
"H2AFB2",59,0.983333333333333,6.875,1
"ATXN1L",10,0.166666666666667,5.84244,-1
"PLA2G4B",13,0.216666666666667,5.52170212765957,0
"JMJD7",42,0.7,5.69372222222222,0
"POLR2M",1,0.0166666666666667,6.48179661016949,-1
"IGLC3",48,0.8,6.48083333333333,0
"CHTF8",1,0.0166666666666667,6.59528813559322,-1
"GSTT2B",28,0.466666666666667,6.924,0
"TMSB15B",20,0.333333333333333,7.366175,0
"POTEI",25,0.416666666666667,5.35402857142857,0
"SP8",48,0.8,5.55175,0
"ZNF888",45,0.75,5.69433333333333,0
"TRAPPC2B",13,0.216666666666667,6.6193829787234,0
"RAB34",22,0.366666666666667,6.15407894736842,0
"RGPD1",0,0,5.4513,-1
"SAA1",29,0.483333333333333,6.4481935483871,0
"SRGAP2C",12,0.2,6.62779166666667,0
"C8orf88",33,0.55,6.78974074074074,0
"SULT1A4",26,0.433333333333333,6.75970588235294,0
"IFM2",56,0.933333333333333,5.96775,1
"CT45A10",51,0.85,6.42955555555556,1
"CT45A2",19,0.316666666666667,6.48585365853659,0
"HSPA1B",0,0,8.89223333333333,-1
"U2AF1",0,0,8.42378333333333,-1
"CBS",2,0.0333333333333333,6.91946551724138,-1
"GLI3",15,0.25,5.2736,0
"GLI4",2,0.0333333333333333,5.65698275862069,-1
"FDX1",1,0.0166666666666667,6.59183050847458,-1
"SRGN",41,0.683333333333333,6.58873684210526,0
"GZMB",47,0.783333333333333,6.35076923076923,0
"CXCL8",59,0.983333333333333,6.96,1
"RSE2",59,0.983333333333333,8.027,1
"TROVE2",0,0,7.79106666666667,-1
"MYB",9,0.15,5.85707843137255,-1
"MYBL2",2,0.0333333333333333,6.04741379310345,-1
"GAA",2,0.0333333333333333,6.83953448275862,-1
"AR",12,0.2,5.87847916666667,0
"RARA",42,0.7,5.99027777777778,0
"RRAS",16,0.266666666666667,6.04015909090909,0
"HLA-C",4,0.0666666666666667,6.59971428571429,-1
"ARAF",0,0,6.51311666666667,-1
"HIST1H1E",17,0.283333333333333,6.67193023255814,0
"SPP1",31,0.516666666666667,6.83055172413793,0
"DLAT",0,0,7.20868333333333,-1
"PTPRF",0,0,6.59525,-1
"NR2F6",20,0.333333333333333,5.857925,0
"TXN",0,0,9.34865,-1
"TGFB3",55,0.916666666666667,6.028,1
"COX5B",0,0,7.81738333333333,-1
"CTSA",0,0,7.55691666666667,-1
"MGST1",21,0.35,7.15587179487179,0
"MAPT",14,0.233333333333333,6.16432608695652,0
"PRKAR1A",0,0,8.10718333333333,-1
"CHGA",41,0.683333333333333,5.64931578947368,0
"TFPI",22,0.366666666666667,6.54544736842105,0
"UROS",8,0.133333333333333,6.66426923076923,-1
"ESD",0,0,8.4459,-1
"HSPD1",0,0,9.0847,-1
"CLU",8,0.133333333333333,6.61030769230769,-1
"HAPLN1",25,0.416666666666667,5.99897142857143,0
"HSPA5",0,0,9.22743333333333,-1
"LAMC1",0,0,7.0397,-1
"ACP2",3,0.05,6.28854385964912,-1
"MAP2",1,0.0166666666666667,6.19750847457627,-1
"HSPA8",0,0,9.55773333333333,-1
"SLC2A1",0,0,7.1576,-1
"SLC2A3",28,0.466666666666667,6.59215625,0
"EPB41",1,0.0166666666666667,6.6041186440678,-1
"UMPS",0,0,7.90673333333333,-1
"PDHB",0,0,7.58401666666667,-1
"DBT",2,0.0333333333333333,6.5068275862069,-1
"PYGB",0,0,8.27646666666667,-1
"PYGM",37,0.616666666666667,5.81691304347826,0
"RALA",3,0.05,6.77780701754386,-1
"RALB",0,0,7.00785,-1
"BCR",0,0,6.53675,-1
"SPTB",5,0.0833333333333333,5.4018,-1
"LAMP1",0,0,7.57171666666667,-1
"ERG",31,0.516666666666667,5.76151724137931,0
"ACADM",0,0,7.2708,-1
"TOP1",0,0,7.41816666666667,-1
"TOP2A",0,0,7.04765,-1
"G6PD",0,0,8.56335,-1
"UBL4A",0,0,7.94433333333333,-1
"VDR",49,0.816666666666667,5.61445454545455,1
"ESRRA",18,0.3,5.66330952380952,0
"GT1",38,0.633333333333333,6.95390909090909,0
"PC",3,0.05,6.32852631578947,-1
"DMD",0,0,5.66995,-1
"MTHFD1",0,0,8.49206666666667,-1
"IGF2R",0,0,7.0628,-1
"ADH5",0,0,8.44806666666667,-1
"CDK4",0,0,7.4001,-1
"SRF",26,0.433333333333333,6.18744117647059,0
"PRPS2",0,0,7.6595,-1
"ODC1",38,0.633333333333333,5.76686363636364,0
"PABPC1",0,0,8.65458333333333,-1
"VPREB1",58,0.966666666666667,6.758,1
"NEFH",31,0.516666666666667,5.89689655172414,0
"COX6A1",11,0.183333333333333,6.96324489795918,-1
"HARS",0,0,8.17785,-1
"FABP2",59,0.983333333333333,6.408,1
"COL11A1",1,0.0166666666666667,5.73376271186441,-1
"COL6A1",0,0,6.63903333333333,-1
"COL6A2",9,0.15,5.99856862745098,-1
"COL6A3",0,0,6.18761666666667,-1
"SLC25A4",32,0.533333333333333,5.74721428571429,0
"SLC25A6",6,0.1,6.46627777777778,-1
"F5",56,0.933333333333333,6.60975,1
"IMPDH2",0,0,8.77096666666667,-1
"TPR",0,0,7.95373333333333,-1
"RLBP1",38,0.633333333333333,6.22854545454545,0
"PTHLH",52,0.866666666666667,6.216875,1
"PIP",58,0.966666666666667,7.1875,1
"CKB",1,0.0166666666666667,7.39149152542373,-1
"ANXA3",3,0.05,7.74808771929825,-1
"CKMT1A",12,0.2,6.96752083333333,0
"GZMA",56,0.933333333333333,5.91,1
"BCKDHA",2,0.0333333333333333,6.44225862068966,-1
"SKI",15,0.25,5.64695555555556,0
"SKIL",50,0.833333333333333,5.8342,1
"ACTN1",3,0.05,6.60115789473684,-1
"MYL4",42,0.7,6.25261111111111,0
"CDH1",21,0.35,6.20494871794872,0
"SRC",0,0,6.92086666666667,-1
"PEPD",1,0.0166666666666667,7.85069491525424,-1
"XRCC6",0,0,8.73201666666667,-1
"XRCC5",0,0,8.76651666666667,-1
"UNG",2,0.0333333333333333,6.86294827586207,-1
"COX4I1",1,0.0166666666666667,7.27933898305085,-1
"ALAS1",9,0.15,6.15962745098039,-1
"GP1BB",53,0.883333333333333,6.60842857142857,1
"IFI30",9,0.15,7.05380392156863,-1
"LAMP2",0,0,7.57906666666667,-1
"RNH1",0,0,8.41518333333333,-1
"BMP1",14,0.233333333333333,5.70304347826087,0
"CYBA",26,0.433333333333333,6.45326470588235,0
"SCG2",45,0.75,5.65793333333333,0
"NCAM1",27,0.45,5.83672727272727,0
"ICAM2",53,0.883333333333333,6.01585714285714,1
"VCAN",3,0.05,6.03622807017544,-1
"ITGA4",26,0.433333333333333,5.85617647058824,0
"RARG",34,0.566666666666667,5.63453846153846,0
"ATP1A3",59,0.983333333333333,6.169,1
"EEF2",0,0,9.35565,-1
"PDIA4",0,0,8.70178333333333,-1
"P4HA1",0,0,7.75833333333333,-1
"ACP5",49,0.816666666666667,6.61509090909091,1
"CEACAM1",46,0.766666666666667,6.21785714285714,0
"TPT1",0,0,9.12618333333333,-1
"ALAD",0,0,7.17563333333333,-1
"F3",10,0.166666666666667,6.33912,-1
"PRG2",57,0.95,6.209,1
"LCP1",1,0.0166666666666667,6.98222033898305,-1
"PLS3",0,0,8.5503,-1
"APEH",0,0,7.72425,-1
"ETFA",0,0,7.85116666666667,-1
"GYS1",0,0,7.34323333333333,-1
"PRKAR2A",0,0,7.76176666666667,-1
"ANXA8",49,0.816666666666667,6.63809090909091,1
"ENO3",6,0.1,6.80848148148148,-1
"GTF2F2",0,0,7.90748333333333,-1
"CD59",0,0,7.77441666666667,-1
"MTHFD2",0,0,7.31856666666667,-1
"GFAP",16,0.266666666666667,5.92238636363636,0
"MIF",0,0,9.1894,-1
"CD99",3,0.05,7.66740350877193,-1
"HGF",58,0.966666666666667,6.2745,1
"PRF1",39,0.65,5.72,0
"PRKCSH",0,0,8.69626666666667,-1
"IRF2",36,0.6,6.27170833333333,0
"HCLS1",26,0.433333333333333,6.27611764705882,0
"FDPS",0,0,8.36313333333333,-1
"TRIM27",0,0,6.72435,-1
"CPM",35,0.583333333333333,5.78204,0
"COX7A2",15,0.25,7.08504444444444,0
"NID1",11,0.183333333333333,5.71740816326531,-1
"AKR1A1",0,0,8.20983333333333,-1
"PLA2G2A",54,0.9,6.69683333333333,1
"PKM",0,0,9.67531666666667,-1
"ACYP2",4,0.0666666666666667,6.71117857142857,-1
"HSP90B1",0,0,9.17916666666667,-1
"CCNB1",1,0.0166666666666667,6.93796610169492,-1
"MYL6B",0,0,8.63025,-1
"SNRPB",0,0,8.43511666666667,-1
"TYR",54,0.9,5.85766666666667,1
"IDE",0,0,7.67813333333333,-1
"IL1R1",59,0.983333333333333,5.706,1
"IL2RB",47,0.783333333333333,6.05392307692308,0
"COX6B1",0,0,8.06393333333333,-1
"POU2F1",0,0,7.09096666666667,-1
"HNRNPL",0,0,8.91873333333333,-1
"DARS",0,0,8.46035,-1
"IDO1",33,0.55,6.08525925925926,0
"ETS1",15,0.25,6.33366666666667,0
"JUP",4,0.0666666666666667,6.85103571428571,-1
"UQCRB",0,0,7.4305,-1
"BRAF",6,0.1,5.92690740740741,-1
"FABP4",47,0.783333333333333,6.22215384615385,0
"GLUL",7,0.116666666666667,7.297,-1
"AKR1B1",0,0,8.4841,-1
"ANPEP",14,0.233333333333333,6.34189130434783,0
"PVR",1,0.0166666666666667,6.5975593220339,-1
"RAC2",10,0.166666666666667,6.97302,-1
"GSPT1",0,0,8.29513333333333,-1
"IFNGR1",49,0.816666666666667,6.08981818181818,1
"ARSA",1,0.0166666666666667,6.71705084745763,-1
"B4GALT1",28,0.466666666666667,6.06209375,0
"ACPP",44,0.733333333333333,5.9790625,0
"EZR",0,0,8.60006666666667,-1
"ATP6V1B1",49,0.816666666666667,5.72318181818182,1
"FOLR1",45,0.75,5.66813333333333,0
"ATF2",7,0.116666666666667,6.29539622641509,-1
"UCHL3",0,0,8.12346666666667,-1
"FOSL1",3,0.05,7.20571929824561,-1
"FOSL2",9,0.15,6.86964705882353,-1
"HPGD",36,0.6,6.16895833333333,0
"VAV1",7,0.116666666666667,6.33707547169811,-1
"AREG",57,0.95,6.11733333333333,1
"CD46",28,0.466666666666667,5.99421875,0
"NME1",0,0,8.40931666666667,-1
"NQO1",0,0,8.69776666666667,-1
"GNS",0,0,7.58715,-1
"ZNF44",50,0.833333333333333,5.8851,1
"ZNF250",31,0.516666666666667,5.0881724137931,0
"PHKG2",0,0,6.5211,-1
"CD1E",53,0.883333333333333,6.50857142857143,1
"IGLL1",55,0.916666666666667,6.142,1
"ARSB",4,0.0666666666666667,6.29033928571429,-1
"RPS2",0,0,8.92418333333333,-1
"CHN1",5,0.0833333333333333,6.25996363636364,-1
"TCF4",53,0.883333333333333,5.555,1
"ST6GAL1",15,0.25,6.4082,0
"TCF3",0,0,6.49545,-1
"DSP",0,0,7.04386666666667,-1
"RPA2",0,0,7.86433333333333,-1
"MUC1",39,0.65,5.7437619047619,0
"GATA1",58,0.966666666666667,6.538,1
"TIMP2",22,0.366666666666667,6.55878947368421,0
"ALOX15",23,0.383333333333333,5.75062162162162,0
"CD44",0,0,7.39721666666667,-1
"NQO2",7,0.116666666666667,6.84056603773585,-1
"ACAN",57,0.95,5.634,1
"ITGB4",8,0.133333333333333,5.705,-1
"SPN",35,0.583333333333333,6.5788,0
"CBR1",0,0,8.29813333333333,-1
"ANK1",7,0.116666666666667,5.82892452830189,-1
"ACADS",25,0.416666666666667,6.15028571428571,0
"CREB1",0,0,7.4859,-1
"SLC25A16",55,0.916666666666667,5.7254,1
"GLB1",0,0,7.34661666666667,-1
"PECAM1",16,0.266666666666667,5.99372727272727,0
"PPP3CB",5,0.0833333333333333,6.27047272727273,-1
"NCK1",0,0,7.19731666666667,-1
"GCFC2",0,0,6.3599,-1
"HIST1H1B",4,0.0666666666666667,7.73805357142857,-1
"HIST1H1D",55,0.916666666666667,6.345,1
"HIST1H1C",0,0,8.6309,-1
"EPCAM",23,0.383333333333333,6.71656756756757,0
"POR",4,0.0666666666666667,6.100125,-1
"DPEP1",53,0.883333333333333,5.596,1
"MGMT",16,0.266666666666667,7.41413636363636,0
"FER",1,0.0166666666666667,6.07037288135593,-1
"ATP2A2",0,0,6.42448333333333,-1
"NPPB",58,0.966666666666667,6.0255,1
"CPE",37,0.616666666666667,5.7275652173913,0
"PLCG2",2,0.0333333333333333,6.10755172413793,-1
"FAH",0,0,7.57105,-1
"STMN1",0,0,8.86925,-1
"YBX3",0,0,8.81283333333333,-1
"ZNF16",7,0.116666666666667,5.54241509433962,-1
"ZNF22",17,0.283333333333333,6.23076744186046,0
"ZNF23",44,0.733333333333333,5.2240625,0
"ZNF24",0,0,6.5943,-1
"ZKSCAN1",18,0.3,5.8667619047619,0
"ZNF468",30,0.5,5.7084,0
"ZNF3",1,0.0166666666666667,6.32503389830508,-1
"ZNF30",42,0.7,5.10561111111111,0
"GA",2,0.0333333333333333,6.94072413793103,-1
"HSPA6",0,0,8.37421666666667,-1
"HMGA1",0,0,8.46943333333333,-1
"ZNF8",6,0.1,5.79881481481481,-1
"TMEM11",1,0.0166666666666667,6.90645762711864,-1
"GOT1",0,0,8.28446666666667,-1
"BPI",59,0.983333333333333,6.162,1
"PRKCA",1,0.0166666666666667,6.91608474576271,-1
"JUNB",3,0.05,6.49326315789474,-1
"ITGA2",8,0.133333333333333,5.95790384615385,-1
"GJA1",41,0.683333333333333,6.16794736842105,0
"NPR3",55,0.916666666666667,5.7184,1
"SMPD1",21,0.35,5.65441025641026,0
"UBTF",0,0,7.55211666666667,-1
"HOXB8",53,0.883333333333333,6.20042857142857,1
"HOXB9",49,0.816666666666667,6.21618181818182,1
"HOXB4",43,0.716666666666667,5.40111764705882,0
"HOXB6",41,0.683333333333333,6.18521052631579,0
"AKR1C4",48,0.8,6.00991666666667,0
"JUND",2,0.0333333333333333,6.78551724137931,-1
"CKMT2",25,0.416666666666667,6.14348571428571,0
"TAL1",42,0.7,6.15627777777778,0
"ATF7",1,0.0166666666666667,6.68935593220339,-1
"NDUFB7",11,0.183333333333333,6.31730612244898,-1
"SYN1",23,0.383333333333333,5.75289189189189,0
"PRKACA",0,0,6.96151666666667,-1
"TYRP1",43,0.716666666666667,6.15088235294118,0
"CAPN2",0,0,7.99753333333333,-1
"CEBPB",2,0.0333333333333333,6.97118965517241,-1
"GAP43",40,0.666666666666667,6.15035,0
"HLA-G",18,0.3,6.18195238095238,0
"PTPN2",0,0,6.83013333333333,-1
"AMD1",6,0.1,5.94381481481481,-1
"CTPS1",0,0,8.21533333333333,-1
"ENG",42,0.7,6.19811111111111,0
"DDX5",0,0,8.83431666666667,-1
"PFKL",0,0,7.88001666666667,-1
"GM2A",0,0,7.2163,-1
"LGALS3",0,0,8.5772,-1
"IGFBP3",12,0.2,6.38245833333333,0
"PSMC3",0,0,8.37143333333333,-1
"TCP1",0,0,8.84391666666667,-1
"PTPN1",0,0,6.572,-1
"IGFBP2",15,0.25,6.41073333333333,0
"ERCC2",0,0,6.8029,-1
"BMP7",51,0.85,5.96011111111111,1
"RPL35A",0,0,8.78271666666667,-1
"ITGB5",0,0,5.99923333333333,-1
"ARF4",0,0,8.6489,-1
"RPL7",0,0,9.2274,-1
"EGR1",58,0.966666666666667,5.7405,1
"VCL",0,0,8.30351666666667,-1
"GPX2",31,0.516666666666667,6.33020689655172,0
"PTPRA",8,0.133333333333333,6.18328846153846,-1
"T1",9,0.15,6.31501960784314,-1
"ITGB6",12,0.2,6.238875,0
"SON",32,0.533333333333333,5.08028571428571,0
"NELFE",0,0,7.39971666666667,-1
"RPL17",0,0,8.92598333333333,-1
"PGAM1",0,0,9.30763333333333,-1
"RCC1",0,0,8.2438,-1
"SDC1",37,0.616666666666667,6.7464347826087,0
"ATF3",44,0.733333333333333,6.061625,0
"LIG1",0,0,7.26188333333333,-1
"ATP5J",0,0,8.10606666666667,-1
"XRCC1",0,0,7.3687,-1
"KRT15",50,0.833333333333333,5.6509,1
"KRT4",4,0.0666666666666667,6.43442857142857,-1
"PAM",3,0.05,6.11261403508772,-1
"CDH2",15,0.25,5.87451111111111,0
"TSPAN8",53,0.883333333333333,7.01542857142857,1
"PLCG1",0,0,7.13541666666667,-1
"UGT1A6",39,0.65,5.76880952380952,0
"CD58",37,0.616666666666667,6.39021739130435,0
"VCAM1",25,0.416666666666667,5.57102857142857,0
"NCL",0,0,9.13255,-1
"HK1",0,0,7.75635,-1
"POLR2C",0,0,7.64176666666667,-1
"POLR2E",0,0,8.08988333333333,-1
"CD53",58,0.966666666666667,7.1115,1
"NDUFV2",0,0,7.25563333333333,-1
"ELK1",16,0.266666666666667,6.00202272727273,0
"TNFRSF1A",41,0.683333333333333,5.77578947368421,0
"GGT1",42,0.7,6.12794444444444,0
"ERCC3",0,0,6.87996666666667,-1
"TRIM21",0,0,6.7875,-1
"TFEB",30,0.5,6.06626666666667,0
"EIF2AK2",0,0,7.88418333333333,-1
"TFE3",10,0.166666666666667,6.21388,-1
"WT1",51,0.85,5.58088888888889,1
"SRM",0,0,8.21616666666667,-1
"SLC9A1",52,0.866666666666667,5.768625,1
"CSNK2A2",0,0,7.92238333333333,-1
"RXRA",33,0.55,5.89548148148148,0
"AOC1",50,0.833333333333333,5.5972,1
"NFKB1",0,0,7.13598333333333,-1
"NCF2",42,0.7,5.84733333333333,0
"FST",48,0.8,5.99325,0
"PI3",57,0.95,6.54633333333333,1
"TYMP",20,0.333333333333333,6.66165,0
"ATP2B1",15,0.25,5.70386666666667,0
"HLA-DPA1",55,0.916666666666667,6.642,1
"EIF2S2",0,0,8.39351666666667,-1
"TCN1",14,0.233333333333333,6.62139130434783,0
"ANXA7",0,0,8.24316666666667,-1
"SDS",55,0.916666666666667,5.7076,1
"CD33",43,0.716666666666667,5.935,0
"AZU1",56,0.933333333333333,6.44575,1
"TBP",1,0.0166666666666667,6.57110169491525,-1
"CC2",0,0,7.24595,-1
"POU3F2",41,0.683333333333333,6.13673684210526,0
"BTF3",1,0.0166666666666667,6.88281355932203,-1
"RAB3A",21,0.35,6.16035897435897,0
"RAB3B",42,0.7,6.22488888888889,0
"RAB4A",5,0.0833333333333333,6.44443636363636,-1
"RAB5A",6,0.1,6.3987962962963,-1
"RAB6A",0,0,7.87361666666667,-1
"PVALB",32,0.533333333333333,6.27125,0
"MSH3",1,0.0166666666666667,6.16808474576271,-1
"MX1",0,0,6.9561,-1
"MX2",26,0.433333333333333,5.80758823529412,0
"PSMB1",0,0,8.62545,-1
"M6PR",0,0,7.36935,-1
"COX5A",0,0,7.61356666666667,-1
"LMNB1",0,0,8.61181666666667,-1
"ITGAL",37,0.616666666666667,5.66265217391304,0
"DDC",54,0.9,6.51866666666667,1
"GZMH",59,0.983333333333333,7.258,1
"HOXA5",51,0.85,6.21022222222222,1
"PZP",39,0.65,6.49938095238095,0
"BCL3",14,0.233333333333333,6.22195652173913,0
"CAST",31,0.516666666666667,5.54131034482759,0
"HNF1A",33,0.55,6.06037037037037,0
