"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal","no_Breast","no_CNS","no_Colon","no_Leukemia","no_Melanoma","no_Non-Small Cell Lung","no_Ovarian","no_Renal"
"PREPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D10B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANO6",0.333333333333333,0.333333333333333,0.428571428571429,0,0.111111111111111,0.222222222222222,0.857142857142857,0.5,0.351851851851852,0.351851851851852,0.339622641509434,0.388888888888889,0.392156862745098,0.372549019607843,0.283018867924528,0.326923076923077
"PLCH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FILIP1L",0.5,0,0.142857142857143,0.333333333333333,0.222222222222222,0.111111111111111,0.142857142857143,0,0.12962962962963,0.185185185185185,0.169811320754717,0.148148148148148,0.156862745098039,0.176470588235294,0.169811320754717,0.192307692307692
"DL1",0.333333333333333,0.166666666666667,0.428571428571429,0.5,0.333333333333333,0.222222222222222,0.142857142857143,0.375,0.333333333333333,0.351851851851852,0.320754716981132,0.314814814814815,0.333333333333333,0.352941176470588,0.358490566037736,0.326923076923077
"ARID4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRPL51",0.333333333333333,0.833333333333333,0.142857142857143,0,0.666666666666667,0.333333333333333,0.428571428571429,0.5,0.407407407407407,0.351851851851852,0.433962264150943,0.444444444444444,0.352941176470588,0.411764705882353,0.39622641509434,0.384615384615385
"GRIPAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCL7A",0.166666666666667,0.166666666666667,0,0.166666666666667,0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.111111111111111,0.132075471698113,0.111111111111111,0.0980392156862745,0.0980392156862745,0.132075471698113,0.134615384615385
"CCDC58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLYWCH1",0.833333333333333,0.333333333333333,0.857142857142857,0.5,0.555555555555556,0.777777777777778,0.714285714285714,0.5,0.611111111111111,0.666666666666667,0.60377358490566,0.648148148148148,0.647058823529412,0.607843137254902,0.622641509433962,0.653846153846154
"AMOT",0,0.166666666666667,0,0.166666666666667,0,0.111111111111111,0,0.125,0.0740740740740741,0.0555555555555556,0.0754716981132075,0.0555555555555556,0.0784313725490196,0.0588235294117647,0.0754716981132075,0.0576923076923077
"SYTL3",1,1,1,0.666666666666667,0.888888888888889,0.888888888888889,0.714285714285714,0.75,0.851851851851852,0.851851851851852,0.849056603773585,0.888888888888889,0.862745098039216,0.862745098039216,0.886792452830189,0.884615384615385
"GREB1",0.166666666666667,0.166666666666667,0,0.333333333333333,0.222222222222222,0.555555555555556,0.571428571428571,0.375,0.314814814814815,0.314814814814815,0.339622641509434,0.296296296296296,0.313725490196078,0.254901960784314,0.264150943396226,0.288461538461538
"FNDC1",0.166666666666667,0.166666666666667,0.142857142857143,0.333333333333333,0.333333333333333,0.111111111111111,0,0.125,0.185185185185185,0.185185185185185,0.188679245283019,0.166666666666667,0.156862745098039,0.196078431372549,0.207547169811321,0.192307692307692
"SLC9B1",1,1,1,1,1,0.888888888888889,0.857142857142857,0.875,0.944444444444444,0.944444444444444,0.943396226415094,0.944444444444444,0.941176470588235,0.96078431372549,0.962264150943396,0.961538461538462
"VWA3B",0.5,0.5,0.142857142857143,0.333333333333333,0.111111111111111,0.222222222222222,0.571428571428571,0.5,0.314814814814815,0.314814814814815,0.358490566037736,0.333333333333333,0.372549019607843,0.352941176470588,0.30188679245283,0.307692307692308
"PAN2",0,0.333333333333333,0.142857142857143,0,0,0.111111111111111,0,0,0.0740740740740741,0.037037037037037,0.0566037735849057,0.0740740740740741,0.0784313725490196,0.0588235294117647,0.0754716981132075,0.0769230769230769
"C4orf46",0.833333333333333,0.5,0.857142857142857,0.666666666666667,1,0.888888888888889,0.571428571428571,0.875,0.796296296296296,0.833333333333333,0.792452830188679,0.814814814814815,0.764705882352941,0.784313725490196,0.830188679245283,0.788461538461538
"LIN52",0,0,0,0.333333333333333,0.444444444444444,0.111111111111111,0.142857142857143,0.125,0.166666666666667,0.166666666666667,0.169811320754717,0.12962962962963,0.0980392156862745,0.156862745098039,0.150943396226415,0.153846153846154
"FAM98B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPC2",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.222222222222222,0.111111111111111,0.142857142857143,0.125,0.148148148148148,0.148148148148148,0.150943396226415,0.148148148148148,0.137254901960784,0.156862745098039,0.150943396226415,0.153846153846154
"ARHGAP29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDCD4",0,0,0,0,0,0,0,0.125,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0
"FNDC3B",0.666666666666667,0.333333333333333,0.428571428571429,0.5,0.444444444444444,0.222222222222222,0.428571428571429,0.125,0.351851851851852,0.388888888888889,0.377358490566038,0.37037037037037,0.372549019607843,0.411764705882353,0.377358490566038,0.423076923076923
"CRTC2",0,0,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0,0.0555555555555556,0.0555555555555556,0.0566037735849057,0.037037037037037,0.0392156862745098,0.0392156862745098,0.0566037735849057,0.0576923076923077
"AGPAT9",1,0.666666666666667,0.571428571428571,1,0.777777777777778,0.777777777777778,1,0.875,0.796296296296296,0.833333333333333,0.849056603773585,0.796296296296296,0.823529411764706,0.823529411764706,0.792452830188679,0.807692307692308
"CEP55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53I3",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"C11orf73",0,0,0,0,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"ORMDL2",0.5,1,0.714285714285714,0.666666666666667,0.888888888888889,0.888888888888889,0.714285714285714,0.75,0.814814814814815,0.759259259259259,0.792452830188679,0.796296296296296,0.764705882352941,0.764705882352941,0.792452830188679,0.788461538461538
"ACSM3",0,0,0.285714285714286,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0.185185185185185,0.185185185185185,0.150943396226415,0.166666666666667,0.137254901960784,0.137254901960784,0.188679245283019,0.192307692307692
"IFI44L",0.333333333333333,0.333333333333333,0.428571428571429,0.666666666666667,0.444444444444444,0.444444444444444,0.428571428571429,0.375,0.444444444444444,0.444444444444444,0.433962264150943,0.407407407407407,0.431372549019608,0.431372549019608,0.433962264150943,0.442307692307692
"PHLDA2",0,0,0,0.5,0.222222222222222,0.111111111111111,0.142857142857143,0,0.12962962962963,0.12962962962963,0.132075471698113,0.0740740740740741,0.0980392156862745,0.117647058823529,0.113207547169811,0.134615384615385
"PDLIM3",0,0.333333333333333,0.428571428571429,0.333333333333333,0.222222222222222,0.444444444444444,0.142857142857143,0,0.277777777777778,0.240740740740741,0.226415094339623,0.240740740740741,0.254901960784314,0.215686274509804,0.264150943396226,0.288461538461538
"PLEKHO1",0.5,0.333333333333333,0.857142857142857,0.333333333333333,0.333333333333333,0.333333333333333,0.428571428571429,0.5,0.462962962962963,0.481481481481481,0.415094339622642,0.481481481481481,0.490196078431373,0.490196078431373,0.471698113207547,0.461538461538462
"PARP10",0.166666666666667,0.333333333333333,0.142857142857143,0,0,0.222222222222222,0,0,0.0925925925925926,0.0740740740740741,0.0943396226415094,0.111111111111111,0.117647058823529,0.0784313725490196,0.113207547169811,0.115384615384615
"HSD17B12",0,0.166666666666667,0,0.333333333333333,0,0.222222222222222,0,0.25,0.12962962962963,0.111111111111111,0.132075471698113,0.0925925925925926,0.137254901960784,0.0980392156862745,0.132075471698113,0.0961538461538462
"GLE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL22",0,0,0.285714285714286,0.166666666666667,0,0.111111111111111,0,0.125,0.0925925925925926,0.0925925925925926,0.0566037735849057,0.0740740740740741,0.0980392156862745,0.0784313725490196,0.0943396226415094,0.0769230769230769
"AGK",0.333333333333333,0.166666666666667,0.285714285714286,0,0,0.111111111111111,0,0,0.0740740740740741,0.0925925925925926,0.0754716981132075,0.111111111111111,0.117647058823529,0.0980392156862745,0.113207547169811,0.115384615384615
"SETMAR",0,0,0,0,0.111111111111111,0,0,0.125,0.037037037037037,0.037037037037037,0.0377358490566038,0.037037037037037,0.0196078431372549,0.0392156862745098,0.0377358490566038,0.0192307692307692
"TRMT12",0.666666666666667,0.666666666666667,1,0.5,0.777777777777778,0.777777777777778,0.571428571428571,0.75,0.740740740740741,0.740740740740741,0.69811320754717,0.759259259259259,0.725490196078431,0.725490196078431,0.754716981132076,0.730769230769231
"PLA1A",0.833333333333333,1,1,1,0.666666666666667,1,1,0.875,0.925925925925926,0.907407407407407,0.905660377358491,0.907407407407407,0.96078431372549,0.901960784313726,0.905660377358491,0.923076923076923
"AKIRIN2",0.833333333333333,0.333333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.777777777777778,0.571428571428571,0.875,0.703703703703704,0.759259259259259,0.716981132075472,0.703703703703704,0.705882352941177,0.705882352941177,0.735849056603774,0.692307692307692
"LACTB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYCRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC92",0,0,0.285714285714286,0.5,0.666666666666667,0,0.285714285714286,0,0.240740740740741,0.240740740740741,0.207547169811321,0.185185185185185,0.137254901960784,0.254901960784314,0.207547169811321,0.25
"KLHL26",1,0.833333333333333,0.571428571428571,0.5,0.777777777777778,0.777777777777778,0.714285714285714,1,0.722222222222222,0.740740740740741,0.773584905660377,0.777777777777778,0.745098039215686,0.745098039215686,0.754716981132076,0.711538461538462
"TSSC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDCA8",0.166666666666667,0,0,0,0.222222222222222,0,0,0.125,0.0555555555555556,0.0740740740740741,0.0754716981132075,0.0740740740740741,0.0392156862745098,0.0784313725490196,0.0754716981132075,0.0576923076923077
"SOWAHC",0,0,0,0.166666666666667,0,0,0,0,0.0185185185185185,0.0185185185185185,0.0188679245283019,0,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"LBH",0.5,0.333333333333333,1,0.5,0.555555555555556,0.222222222222222,0.571428571428571,0.375,0.518518518518518,0.537037037037037,0.452830188679245,0.518518518518518,0.509803921568627,0.568627450980392,0.509433962264151,0.538461538461538
"ARHGAP15",0.833333333333333,0.833333333333333,0.571428571428571,0,0.888888888888889,0.555555555555556,0.571428571428571,1,0.666666666666667,0.666666666666667,0.69811320754717,0.759259259259259,0.647058823529412,0.705882352941177,0.69811320754717,0.634615384615385
"FASTKD1",0.166666666666667,0.666666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0.285714285714286,0.25,0.203703703703704,0.148148148148148,0.207547169811321,0.222222222222222,0.215686274509804,0.215686274509804,0.188679245283019,0.192307692307692
"ANKRD39",0,0,0.142857142857143,0,0,0,0,0,0.0185185185185185,0.0185185185185185,0,0.0185185185185185,0.0196078431372549,0.0196078431372549,0.0188679245283019,0.0192307692307692
"KRTCAP3",0.666666666666667,0.5,0.714285714285714,0.666666666666667,0.777777777777778,0.888888888888889,0.857142857142857,0.875,0.759259259259259,0.777777777777778,0.754716981132076,0.759259259259259,0.745098039215686,0.725490196078431,0.735849056603774,0.730769230769231
"BOLA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COBLL1",0,0,0.142857142857143,0.166666666666667,0,0,0,0,0.037037037037037,0.037037037037037,0.0188679245283019,0.0185185185185185,0.0392156862745098,0.0392156862745098,0.0377358490566038,0.0384615384615385
"HS1BP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF1B",0.5,0,0.285714285714286,0.166666666666667,0,0.222222222222222,0,0.375,0.148148148148148,0.203703703703704,0.169811320754717,0.185185185185185,0.215686274509804,0.176470588235294,0.207547169811321,0.153846153846154
"INO80D",0.333333333333333,0.666666666666667,0.285714285714286,0.5,0.333333333333333,0.444444444444444,0.571428571428571,0.375,0.444444444444444,0.407407407407407,0.452830188679245,0.425925925925926,0.450980392156863,0.431372549019608,0.415094339622642,0.442307692307692
"WDR81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGOL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPV17L2",1,1,1,1,1,1,1,0.875,0.981481481481482,0.981481481481482,0.981132075471698,0.981481481481482,0.980392156862745,0.980392156862745,0.981132075471698,1
"ZNF385B",0.666666666666667,0.666666666666667,0.285714285714286,0.5,0.777777777777778,0.888888888888889,0.857142857142857,0.625,0.666666666666667,0.666666666666667,0.716981132075472,0.685185185185185,0.647058823529412,0.627450980392157,0.641509433962264,0.673076923076923
"ESCO2",0.5,0.5,0.142857142857143,0.166666666666667,0.666666666666667,0.555555555555556,0.857142857142857,1,0.574074074074074,0.574074074074074,0.622641509433962,0.611111111111111,0.549019607843137,0.568627450980392,0.528301886792453,0.5
"EAPP",0.333333333333333,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0.428571428571429,0.25,0.148148148148148,0.166666666666667,0.188679245283019,0.185185185185185,0.176470588235294,0.176470588235294,0.132075471698113,0.153846153846154
"OCIAD2",0.833333333333333,0.166666666666667,0.142857142857143,0.333333333333333,0.444444444444444,0.333333333333333,0.142857142857143,0.25,0.259259259259259,0.333333333333333,0.339622641509434,0.314814814814815,0.294117647058824,0.313725490196078,0.339622641509434,0.326923076923077
"SFT2D3",0.5,0.333333333333333,0.571428571428571,0.333333333333333,0.666666666666667,0.666666666666667,0.857142857142857,0.75,0.62962962962963,0.648148148148148,0.622641509433962,0.648148148148148,0.607843137254902,0.607843137254902,0.584905660377358,0.596153846153846
