"","Breast","CNS","Colon","Leukemia","Melanoma","Non-Small Cell Lung","Ovarian","Renal"
"PSMG4",0,0,0,0,0,0,0,0
"WDR44",0,0,0,0,0,0,0,0
"DOCK11",0.166666666666667,0.166666666666667,0.142857142857143,0,0.222222222222222,0,0,0
"FGD3",0.5,0.833333333333333,0.142857142857143,0.166666666666667,0.555555555555556,1,0.857142857142857,0.75
"PRRC2B",0,0,0,0,0,0,0,0
"AMER1",1,1,0.857142857142857,1,0.888888888888889,0.888888888888889,1,1
"TJAP1",0,0,0,0,0,0,0,0
"RRP12",0,0,0,0,0,0,0,0
"COA6",0,0,0,0,0,0,0,0
"TOR1AIP1",0,0,0.142857142857143,0,0,0,0.142857142857143,0
"CEP78",0,0,0,0.166666666666667,0,0.222222222222222,0,0.125
"CBWD3",1,0.666666666666667,0.857142857142857,1,1,1,0.857142857142857,0.875
"AARS2",0,0.166666666666667,0,0,0,0.111111111111111,0,0
"TOR2A",0.166666666666667,0,0,0,0,0,0,0.125
"IQSEC2",0,0,0.142857142857143,0,0.111111111111111,0,0,0
"SOHLH1",1,0.5,0.857142857142857,1,0.777777777777778,0.888888888888889,0.571428571428571,0.875
"TEX30",0.166666666666667,0,0.285714285714286,0.333333333333333,0,0.333333333333333,0.142857142857143,0.25
"FRMPD3",0.166666666666667,0.166666666666667,0.142857142857143,0.166666666666667,0.333333333333333,0.111111111111111,0.285714285714286,0.5
"PCID2",0,0,0,0,0,0,0,0
"ZNF484",0.833333333333333,1,0.857142857142857,0.833333333333333,0.666666666666667,0.555555555555556,1,1
"HABP4",0,0,0,0.166666666666667,0,0,0.142857142857143,0
"GPRASP1",0.833333333333333,1,1,1,1,0.777777777777778,1,0.625
"SLC27A3",0.833333333333333,1,0.571428571428571,0.666666666666667,0.222222222222222,0.666666666666667,0.857142857142857,0.625
"SAMD9",0,0,0.142857142857143,0,0,0,0,0
"DGKK",0.666666666666667,0.5,0.714285714285714,0.666666666666667,0.444444444444444,0.888888888888889,0.857142857142857,1
"SPECC1",0,0,0,0.166666666666667,0.111111111111111,0,0,0.125
"RNFT1",1,1,0.857142857142857,0.666666666666667,1,1,1,1
"CCDC158",0.166666666666667,0,0,0,0,0,0.142857142857143,0
"SMEK2",0,0,0,0,0,0,0,0
"SPANXN4",1,1,1,1,0.888888888888889,1,1,1
"WDR45B",0,0,0,0,0,0,0,0
"WIPI1",0,0,0.142857142857143,0.333333333333333,0,0,0.428571428571429,0
"EOGT",0,0,0.142857142857143,0,0,0,0,0
"SAMD4B",0,0,0,0,0,0,0,0
"BRMS1L",0,0.166666666666667,0,0.5,0.111111111111111,0.111111111111111,0,0
"TBCEL",0,0,0.285714285714286,0.166666666666667,0.111111111111111,0.222222222222222,0,0.25
"DNTTIP2",0,0,0,0,0,0,0,0
"HIST2H2BF",0,0,0,0,0,0,0,0
"DCAF10",0.166666666666667,0,0.142857142857143,0.166666666666667,0.777777777777778,0.222222222222222,0.428571428571429,0.125
"RABGAP1L",0,0,0,0,0,0,0,0
"TTC38",0,0,0,0,0,0,0,0
"ERICH3",1,0.833333333333333,1,0.833333333333333,1,1,1,1
"COX20",0.833333333333333,1,0.714285714285714,0.333333333333333,0.333333333333333,0.777777777777778,0.857142857142857,0.625
"EXOSC6",0,0,0,0,0,0,0,0
"ATAT1",0.333333333333333,0.166666666666667,0.428571428571429,0.5,0.111111111111111,0.333333333333333,0.285714285714286,0.375
"SP47",0,0,0.285714285714286,0,0,0.222222222222222,0.142857142857143,0
"HIATL1",0.833333333333333,0.833333333333333,0.714285714285714,1,0.555555555555556,1,0.857142857142857,0.625
"NUP188",0,0,0,0,0,0,0,0
"PHYHD1",0.5,0.666666666666667,0.857142857142857,1,0.888888888888889,0.555555555555556,0.285714285714286,0.375
"TTC39A",0.5,0.833333333333333,0.142857142857143,0.5,0.666666666666667,0.444444444444444,0.285714285714286,0.25
"HP1BP3",0,0,0,0,0,0,0,0
"VARS2",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0.111111111111111,0,0.375
"ZMYM1",0,0,0,0,0,0,0,0
"CEP170",0,0,0,0,0,0,0,0
"LDLRAP1",0,0,0.285714285714286,0.333333333333333,0.111111111111111,0,0.142857142857143,0.25
"ODR4",0.5,0.666666666666667,0.285714285714286,0.166666666666667,0.222222222222222,0.222222222222222,0.428571428571429,0.125
"PLEKHS1",0.166666666666667,0.166666666666667,0.428571428571429,1,0.666666666666667,0.555555555555556,0.714285714285714,0.375
"SPC4",0,0.833333333333333,0.285714285714286,0.166666666666667,0.111111111111111,0.333333333333333,0.142857142857143,0.25
"DNLZ",0.166666666666667,0.666666666666667,0.285714285714286,0.166666666666667,0.444444444444444,0.333333333333333,0.428571428571429,0.5
"NOL9",0,0,0,0,0,0,0,0
"NHSL1",0.833333333333333,0.5,0.714285714285714,0.833333333333333,0.555555555555556,0.777777777777778,0.857142857142857,0.5
"FREM2",0.166666666666667,0.5,0.142857142857143,0.166666666666667,0.222222222222222,0.444444444444444,0.428571428571429,0.125
"SZT2",0,0,0,0,0,0,0,0
"HYI",0.5,0,0.428571428571429,0.5,0.222222222222222,0.222222222222222,0.285714285714286,0
"TPRG1L",0,0,0,0,0,0,0,0
"CC2D1B",0,0,0,0,0,0,0,0
"FNBP1L",0,0,0,0.166666666666667,0,0,0,0
"FAM83B",0.166666666666667,0.333333333333333,0,0.166666666666667,0.333333333333333,0.444444444444444,0.285714285714286,0.5
"C6orf132",0,0.5,0.142857142857143,0.5,0.111111111111111,0.333333333333333,0,0
"RARS2",0.166666666666667,0,0,0,0,0,0,0
"THEM4",1,1,0.142857142857143,0.333333333333333,0.111111111111111,0.333333333333333,0.857142857142857,0.625
"FKBP15",0,0,0,0,0,0,0,0
"HIVEP3",0.333333333333333,0.333333333333333,0,0.5,0.111111111111111,0.111111111111111,0,0.125
"DDX59",0,0,0.142857142857143,0,0,0,0.142857142857143,0.125
"ZC3H13",0,0,0,0,0,0,0,0
"C9orf114",0,0,0,0,0,0,0,0
"C10orf76",0,0,0,0.166666666666667,0,0,0,0
"PDSS1",1,0.833333333333333,0.285714285714286,0,1,0.777777777777778,0.857142857142857,0.75
"ARMC4",0.666666666666667,0.666666666666667,0.571428571428571,0.833333333333333,0.222222222222222,0.666666666666667,0.428571428571429,0.375
"MPP7",0.333333333333333,0.666666666666667,0.142857142857143,0.666666666666667,0.666666666666667,0.555555555555556,0.142857142857143,0.625
"PDZK1",0.333333333333333,0.333333333333333,0,0.333333333333333,0.111111111111111,0,0,0
"TMEM63B",0.166666666666667,0.333333333333333,0.714285714285714,0.5,0.111111111111111,0.444444444444444,0.428571428571429,0.125
"GPATCH4",0,0,0,0,0,0,0,0
"LRIF1",0,0,0,0,0,0.111111111111111,0,0.25
"IBA57",0.333333333333333,0.666666666666667,0,0,0.111111111111111,0.333333333333333,0.428571428571429,0.375
"HECTD3",0,0,0,0,0,0,0,0
"RBM20",0.5,0.333333333333333,0.571428571428571,0.666666666666667,0.111111111111111,0,0.428571428571429,0.625
"CERCAM",0.166666666666667,0,0.285714285714286,0.166666666666667,0.111111111111111,0,0.142857142857143,0.125
"ZFYVE27",1,1,0.714285714285714,0.666666666666667,0.888888888888889,1,0.857142857142857,1
"UBR4",0,0,0,0,0,0,0,0
"STXBP5",0,0,0,0,0,0,0.142857142857143,0
"KIAA1217",0,0,0,0.166666666666667,0,0.111111111111111,0.142857142857143,0
"CCDC183",0,0.333333333333333,0.428571428571429,0.666666666666667,0.111111111111111,0.111111111111111,0,0.125
"ARHGAP21",0,0,0,0.166666666666667,0,0,0.142857142857143,0
"BEND3",0.333333333333333,0.333333333333333,0,0,0.222222222222222,0.444444444444444,0,0.375
"CAMSAP1",0,0,0.142857142857143,0,0.111111111111111,0.111111111111111,0,0
"GPR110",1,1,1,1,1,1,0.857142857142857,1
"MRPL2",0,0.333333333333333,0,0,0,0,0,0.125
"DCAF12",0.833333333333333,1,0.285714285714286,0.333333333333333,0.666666666666667,1,0.857142857142857,0.75
"UBAP2",0,0,0,0,0,0,0,0
"PHF19",0.5,0.5,0.142857142857143,0.166666666666667,0.222222222222222,0.666666666666667,0.714285714285714,0.625
"C9orf64",0.166666666666667,0.333333333333333,0.142857142857143,0,0,0,0,0
"KANK4",0.666666666666667,0.5,0.857142857142857,0.666666666666667,0.888888888888889,0.555555555555556,0.714285714285714,1
"GORAB",0,0,0,0.333333333333333,0,0,0,0.25
"ZNF618",0.333333333333333,0.166666666666667,0.714285714285714,0.666666666666667,0.222222222222222,0.333333333333333,0.285714285714286,0.25
"PRR9",1,1,0.857142857142857,1,1,0.888888888888889,1,0.875
"ACBD5",1,0.833333333333333,1,1,1,0.888888888888889,1,0.875
"FAM102B",0,0.333333333333333,0.428571428571429,0.5,0.222222222222222,0.444444444444444,0.571428571428571,0.375
"HENMT1",0.333333333333333,0.666666666666667,0.285714285714286,0,0.555555555555556,0.555555555555556,0.571428571428571,0.5
"RBM26",0,0,0,0,0,0,0,0
"ATAD3B",0.333333333333333,0.5,0.142857142857143,0,0.111111111111111,0,0,0
"FAM102A",0.666666666666667,0.833333333333333,0.714285714285714,1,1,1,0.857142857142857,0.75
"WLS",0.833333333333333,0.166666666666667,0.714285714285714,0.666666666666667,0.111111111111111,0.333333333333333,0.428571428571429,0.5
"RNF187",0,0.333333333333333,0.142857142857143,0.5,0.111111111111111,0.222222222222222,0.285714285714286,0.125
"CPSF3L",0,0,0,0,0,0,0,0
"CPTP",0,0,0.285714285714286,0.166666666666667,0,0.111111111111111,0,0.125
"SLC9C2",0.5,0.5,0.714285714285714,0.166666666666667,0.555555555555556,0.555555555555556,0.571428571428571,1
"DCAF8",0,0,0,0,0,0,0,0
"ZCCHC11",0.333333333333333,0,0.428571428571429,0,0.111111111111111,0.111111111111111,0,0.25
"FRY",0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0
"RSEH2B",0,0,0,0,0,0,0,0
"BCL2L15",1,0.833333333333333,0.142857142857143,0.833333333333333,0.888888888888889,0.888888888888889,0.857142857142857,0.875
"ATPAF1",0,0.166666666666667,0,0.166666666666667,0,0,0,0
"RC3H1",0,0,0,0,0,0,0,0
"OGFRL1",0.166666666666667,0,0.285714285714286,0.5,0.222222222222222,0,0.142857142857143,0
"MAGI3",0.166666666666667,0,0,0.5,0.444444444444444,0.111111111111111,0.428571428571429,0.25
"MLK4",0.666666666666667,0.666666666666667,0.428571428571429,0.666666666666667,0.666666666666667,0.777777777777778,0.428571428571429,0.5
"SH3PXD2A",0,0,0.142857142857143,0,0,0,0.142857142857143,0.125
"DDI2",0,0,0,0,0,0,0,0
"THEMIS2",0.5,0.666666666666667,0.571428571428571,0.333333333333333,0.333333333333333,0.666666666666667,0.428571428571429,0.75
"NDUFAF5",0.833333333333333,0.833333333333333,0.428571428571429,0,0.555555555555556,0.444444444444444,0.714285714285714,0.75
"SOGA3",0.5,0.666666666666667,0.285714285714286,0.5,0.333333333333333,0.777777777777778,0.714285714285714,0.25
"IFFO2",0.666666666666667,0.166666666666667,0.428571428571429,0.833333333333333,0.444444444444444,0.333333333333333,0.714285714285714,0.375
"NT5DC1",0,0,0,0,0,0,0,0
"PXDC1",0.333333333333333,0.333333333333333,0.857142857142857,0.666666666666667,0.111111111111111,0.666666666666667,0.428571428571429,0.375
"TMCO4",0.166666666666667,0,0.142857142857143,0.666666666666667,0.222222222222222,0.666666666666667,0.285714285714286,0.125
"AHDC1",0,0.166666666666667,0,0.333333333333333,0.222222222222222,0.222222222222222,0,0
"ARFGEF3",0,0.166666666666667,0.142857142857143,0,0.222222222222222,0.333333333333333,0,0.125
"VPS13D",0,0,0,0,0,0,0,0
"PRR14L",0.166666666666667,0.166666666666667,0,0.333333333333333,0.111111111111111,0,0.142857142857143,0
"LIN9",0,0,0,0,0,0,0.142857142857143,0.125
"ZNF658",0.166666666666667,0,0.428571428571429,0.333333333333333,0.222222222222222,0.222222222222222,0.428571428571429,0.375
"CROCC",0,0,0,0,0,0,0,0
"ANKRD45",0.833333333333333,0.5,0.857142857142857,0.333333333333333,0.555555555555556,1,0.285714285714286,0.625
"MEX3C",0.5,0.333333333333333,0.142857142857143,0.333333333333333,0.333333333333333,0.222222222222222,0.571428571428571,0.5
"LYRM7",0.166666666666667,0.166666666666667,0,0,0.111111111111111,0,0,0.25
"C12orf60",1,1,1,1,0.888888888888889,0.888888888888889,1,1
"EMC10",0.666666666666667,0.5,0.428571428571429,0.166666666666667,0.555555555555556,0.888888888888889,0.857142857142857,0.875
"RIF1",0,0,0,0,0,0,0,0
"VPS53",0,0,0,0,0,0,0,0
"STRIP1",0,0,0,0,0,0,0,0
"ABHD17B",1,0.833333333333333,0.857142857142857,0.5,1,1,0.857142857142857,1
"GKAP1",0.333333333333333,0,0.285714285714286,0.333333333333333,0.555555555555556,0,0.428571428571429,0.125
"CEP350",0,0,0,0,0,0,0,0
"CDC42BPA",0,0,0,0,0,0,0,0
"RPRD2",0,0,0,0,0,0,0,0
"ANXA8L2",0.5,0.333333333333333,0.285714285714286,0.333333333333333,0.666666666666667,0.111111111111111,0.285714285714286,0.625
"LRRC38",1,1,1,0.666666666666667,1,1,1,1
"RNF220",0.166666666666667,0,0,0,0,0,0.142857142857143,0
"GFI1B",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.777777777777778,0.888888888888889,1,0.625
"ANGEL2",0.166666666666667,0.5,0.285714285714286,0.5,0.222222222222222,0.111111111111111,0,0.625
"PRPF38B",0,0,0,0,0,0,0,0
"TTC39B",0.166666666666667,0,0.285714285714286,0.833333333333333,0.333333333333333,0.555555555555556,0.285714285714286,0.25
"RNF20",0,0,0,0,0,0,0,0
"PDE4DIP",0,0,0.142857142857143,0.166666666666667,0,0.111111111111111,0,0.125
"DCAF12L1",0.333333333333333,0.333333333333333,0.142857142857143,0.333333333333333,0.222222222222222,0.333333333333333,0.142857142857143,0.125
"ZNF318",0,0,0,0,0,0,0,0
"LRCH2",0.333333333333333,0.166666666666667,0.142857142857143,1,0.222222222222222,0.222222222222222,0.142857142857143,0.25
"EFCAB2",0.333333333333333,0.333333333333333,1,0.5,0.555555555555556,0.444444444444444,0.571428571428571,0.5
"OTUD1",0.833333333333333,1,1,1,1,0.888888888888889,1,0.625
"ARHGEF16",0,0.166666666666667,0,0.166666666666667,0.111111111111111,0.111111111111111,0,0
"CDKAL1",0,0,0,0,0,0,0,0
"PPRC1",0.666666666666667,0.833333333333333,0.285714285714286,0.166666666666667,0.333333333333333,0.111111111111111,0.142857142857143,0.375
"MYSM1",0.666666666666667,0.833333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.888888888888889,0.714285714285714,0.875
"CCDC30",0.333333333333333,0.166666666666667,0.142857142857143,0.166666666666667,0.222222222222222,0.111111111111111,0.428571428571429,0.5
"YOD1",0.333333333333333,0.666666666666667,0,0.333333333333333,0.111111111111111,0,0.428571428571429,0.125
"BROX",0,0,0,0,0,0,0,0
"FOCAD",0,0,0,0,0,0,0,0.125
"GPR107",0.166666666666667,0,0.571428571428571,0,0,0.222222222222222,0.571428571428571,0.5
"TAF3",0,0.166666666666667,0.142857142857143,0,0.111111111111111,0.222222222222222,0.142857142857143,0
"SNX30",0,0,0,0,0,0.111111111111111,0,0
"FAM208B",0,0,0,0,0,0,0,0
"MLIP",1,1,1,1,0.888888888888889,1,1,1
"RSBN1",0,0,0,0,0,0.111111111111111,0,0
"DAB2IP",0,0,0.142857142857143,0.166666666666667,0,0.222222222222222,0.142857142857143,0
"KHDRBS2",0.833333333333333,1,1,1,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"LYPLAL1",0,0,0,0,0,0,0,0
"ECM29",0,0,0,0,0,0,0,0
"ZCCHC6",0,0,0,0,0,0,0,0
"SLX4IP",0.333333333333333,0.166666666666667,0,0,0.222222222222222,0.222222222222222,0.142857142857143,0.375
"RNLS",0.833333333333333,1,1,1,1,1,1,0.875
"ANKRD22",0.833333333333333,1,0.857142857142857,0.833333333333333,1,1,0.857142857142857,0.875
"DENND4C",0,0,0,0,0,0,0,0
"A35",0,0,0,0,0,0,0,0
"MBNL2",0,0,0,0.5,0,0.111111111111111,0,0
"LRRC16A",0,0,0,0,0,0,0,0
"ZMYM4",0,0,0,0,0,0,0,0
"RRAGB",0.666666666666667,0.333333333333333,0.857142857142857,0.833333333333333,0.888888888888889,0.888888888888889,0.571428571428571,1
"DUSP27",0.333333333333333,0.5,0,0,0.333333333333333,0.111111111111111,0.142857142857143,0.125
"RNF219",0,0,0,0,0,0.111111111111111,0,0.125
"BSPRY",0.5,1,0.142857142857143,0.5,1,0.777777777777778,0.571428571428571,0.75
"FAM160B1",0,0,0,0,0,0,0,0
"ZDHHC20",0.666666666666667,1,0.285714285714286,0.333333333333333,0.666666666666667,0.555555555555556,0.857142857142857,0.625
"SPRYD7",0.333333333333333,0,0,0.166666666666667,0,0,0,0
"QIL1",0,0,0,0,0,0,0,0
"RNF123",0,0,0,0,0,0,0,0
"FBXW9",0,0.333333333333333,0.142857142857143,0,0.222222222222222,0.333333333333333,0.285714285714286,0
"CD276",0.666666666666667,0.166666666666667,0.428571428571429,0.666666666666667,0.111111111111111,0.333333333333333,0.285714285714286,0.5
"ALS2CL",1,1,1,1,1,0.888888888888889,0.714285714285714,0.875
"TSHZ3",0.666666666666667,0.5,1,0.833333333333333,0.666666666666667,0.777777777777778,0.857142857142857,0.5
"AFMID",0.166666666666667,0.166666666666667,0.714285714285714,0.833333333333333,0,0.111111111111111,0.714285714285714,0.375
"PLCXD3",1,0.833333333333333,1,1,1,1,1,1
"RNF213",0,0,0,0,0,0,0,0
"TNS2",0,0,0,0,0,0,0,0
"KANK2",0,0,0,0.166666666666667,0,0,0,0
"FAM21A",0,0,0,0,0,0,0,0
"LPCAT4",1,1,1,1,1,1,1,0.875
"WDR25",0.666666666666667,0.5,0.857142857142857,0.833333333333333,0.333333333333333,0.555555555555556,0.571428571428571,0.75
"STEAP3",0.5,0.166666666666667,0.571428571428571,0.166666666666667,0.666666666666667,0.666666666666667,0.857142857142857,0.5
"FAM91A1",0,0,0,0,0,0,0,0
"ICE2",0,0.333333333333333,0.142857142857143,0,0,0,0,0.25
"LARP1B",0,0.166666666666667,0,0,0.333333333333333,0.111111111111111,0,0.125
"CEP135",0,0,0,0,0,0,0,0
"TBC1D9B",0,0,0,0,0,0,0,0
"DCAF15",0.166666666666667,0,0.142857142857143,0,0.222222222222222,0.333333333333333,0.428571428571429,0.125
"MAP1S",0,0,0,0,0,0,0,0
"CPZ",0.666666666666667,0.333333333333333,0.714285714285714,0.833333333333333,0.888888888888889,0.555555555555556,0.428571428571429,0.875
"E4F1",1,1,1,0.833333333333333,0.888888888888889,0.888888888888889,0.857142857142857,0.75
"PPP2R2D",0.166666666666667,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0.111111111111111,0.142857142857143,0.125
"ARL6IP4",0,0,0,0,0,0,0,0
"KAZN",1,0.333333333333333,0.428571428571429,0.666666666666667,0.333333333333333,0.444444444444444,0.285714285714286,0.25
"ATG16L1",0,0,0,0,0,0,0,0
"B3GNTL1",0.666666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.444444444444444,0.333333333333333,0.285714285714286,0.375
"RAP1GAP2",0.666666666666667,1,0.285714285714286,0.5,0.777777777777778,0.555555555555556,0.428571428571429,0.625
"MUC17",0,0,0,0,0,0,0,0
"STEAP4",0.666666666666667,0.833333333333333,0.714285714285714,0.833333333333333,0.888888888888889,0.666666666666667,0.714285714285714,0.5
"OLFML2A",0.5,0.5,0.714285714285714,0.666666666666667,0.888888888888889,0.666666666666667,0.714285714285714,0.625
"OLFML2B",0.833333333333333,0.5,1,1,1,1,1,1
"ARID2",0,0,0,0,0,0,0,0
"DIEXF",0,0,0,0,0,0,0,0
"GLT8D1",0,0.5,0.571428571428571,0.666666666666667,0.555555555555556,0.333333333333333,0.714285714285714,0.625
"RPGRIP1L",0.166666666666667,0.166666666666667,0.285714285714286,0.5,0.333333333333333,0.333333333333333,0.142857142857143,0.5
"TNS3",0,0,0,0,0,0,0,0
"HAUS3",0,0,0,0,0,0,0,0
"SLFN13",0.333333333333333,1,0.857142857142857,0.666666666666667,0.888888888888889,0.444444444444444,0.285714285714286,0.5
"SPTY2D1",0.5,0.333333333333333,0.285714285714286,0.166666666666667,0,0.222222222222222,0.428571428571429,0.375
"PMS2CL",0.333333333333333,0.666666666666667,0.571428571428571,0.5,0.666666666666667,0.222222222222222,1,0.875
"MBLAC2",0.166666666666667,0,0.142857142857143,0,0,0,0.285714285714286,0.5
"FMN1",0.5,0,0,0.5,0,0.222222222222222,0.285714285714286,0.125
"LMBRD2",0.166666666666667,0,0.142857142857143,0,0.444444444444444,0.222222222222222,0.571428571428571,0.5
"ZFYVE26",0.166666666666667,0.666666666666667,0.285714285714286,0.333333333333333,0.222222222222222,0.222222222222222,0.285714285714286,0.25
"MSL1",0,0,0,0.166666666666667,0,0,0,0
"CRYBG3",0,0,0,0.166666666666667,0,0,0,0
"INTS3",0,0,0,0,0,0,0,0
"ARHGAP17",0,0,0,0,0,0,0,0
"CDCA2",0,0,0,0,0,0.111111111111111,0.285714285714286,0.25
"NCBP2-AS2",1,1,0.571428571428571,0.5,0.333333333333333,0.555555555555556,0.857142857142857,0.625
"CWF19L1",0,0,0,0,0,0,0,0
"KIAA1429",0,0,0,0,0,0,0,0
"SPECC1L",0,0,0,0,0,0,0,0
"HEATR6",0,0,0,0,0,0,0,0.125
"ANKRD40",0,0,0,0,0,0.111111111111111,0,0
"GLTSCR1L",0.333333333333333,0.5,0,0.5,0.555555555555556,0.333333333333333,0.857142857142857,0.25
"WWC2",0,0,0,0,0,0,0,0
"TRIM68",1,0.666666666666667,0.857142857142857,0.833333333333333,0.444444444444444,1,1,0.75
"CYB5R2",0.166666666666667,0,0.142857142857143,0,0.111111111111111,0.222222222222222,0,0.125
"UHRF1BP1",0,0,0.142857142857143,0,0.111111111111111,0,0,0
"AMMECR1L",0.333333333333333,0,0.142857142857143,0.333333333333333,0.222222222222222,0.333333333333333,0.142857142857143,0.375
"ZNF787",0,0,0,0,0,0,0,0
"ATL3",0,0,0.142857142857143,0,0,0,0,0
"ADAL",0.166666666666667,0,0.142857142857143,0,0,0,0,0
"RPL7L1",0,0,0,0,0,0,0,0
"NXN",0,0,0,0.333333333333333,0.111111111111111,0,0,0
"TTC19",0.166666666666667,0,0.142857142857143,0,0.111111111111111,0,0,0
"IQSEC1",0,0.5,0.571428571428571,0.5,0.444444444444444,0.111111111111111,0.142857142857143,0.375
"CDC42BPG",0,0,0,0.166666666666667,0.222222222222222,0,0,0.125
"TTLL5",0.166666666666667,0.5,0.714285714285714,0.5,0.111111111111111,0.444444444444444,0.285714285714286,0.5
"VASN",0.666666666666667,0.333333333333333,1,1,0.777777777777778,0.777777777777778,0.857142857142857,0.75
"RLTPR",0.5,0.5,0.285714285714286,0.333333333333333,0.444444444444444,0.111111111111111,0.285714285714286,0.125
"SFRP4",1,0.833333333333333,1,1,0.777777777777778,0.666666666666667,0.857142857142857,1
"CIAPIN1",0,0,0,0,0,0,0,0
"ZFAND6",0,0,0,0,0,0,0,0
"SMYD5",0,0,0,0,0,0,0,0
"PTRHD1",0,0,0,0,0,0,0,0
